AccNum	SIG.TM.PFAM	SIG.TM.LADB	PFAM	Length	GenName	Species	Lineage	Annotation	GI
AFS15509.1	DUF3046	-	DUF3046	68	MIP_05203	Mycobacterium indicus pranii MTCC 9506	bacteria>actinobacteria	Hypothetical protein MIP_05203 [Mycobacterium indicus pranii MTCC 9506]	405130254
AGE36452.1	DUF3046	-	DUF3046	68	CU7111_0859	Corynebacterium urealyticum DSM 7111	bacteria>actinobacteria	hypothetical protein CU7111_0859 [Corynebacterium urealyticum DSM 7111]	448277028
AGE68741.1	DUF3046	-	DUF3046	68	K60_028310	Mycobacterium bovis BCG str. Korea 1168P	bacteria>actinobacteria	hypothetical protein K60_028310 [Mycobacterium bovis BCG str. Korea 1168P]	449033314
AGJ68839.1	DUF3046	-	DUF3046	68	J112_14665	Mycobacterium tuberculosis str. Beijing/NITR203	bacteria>actinobacteria	hypothetical protein J112_14665 [Mycobacterium tuberculosis str. Beijing/NITR203]	478742679
AGJ77808.1	DUF3046	-	DUF3046	68	PALO_06000	Cutibacterium avidum 44067	bacteria>actinobacteria	hypothetical protein PALO_06000 [Cutibacterium avidum 44067]	480315104
AGL24317.1	DUF3046	-	DUF3046	68	I917_19205	Mycobacterium tuberculosis str. Haarlem/NITR202	bacteria>actinobacteria	hypothetical protein I917_19205 [Mycobacterium tuberculosis str. Haarlem/NITR202]	492062310
AGL32226.1	DUF3046	-	DUF3046	68	J114_14605	Mycobacterium tuberculosis EAI5/NITR206	bacteria>actinobacteria	hypothetical protein J114_14605 [Mycobacterium tuberculosis EAI5/NITR206]	492076154
AGL35905.1	DUF3046	-	DUF3046	68	MAP4_0959	Mycobacterium avium subsp. paratuberculosis MAP4	bacteria>actinobacteria	hypothetical protein MAP4_0959 [Mycobacterium avium subsp. paratuberculosis MAP4]	494537016
AGM01324.1	DUF3046	-	DUF3046	68	CFBS_2891	Mycobacterium tuberculosis CCDC5079	bacteria>actinobacteria	hypothetical protein CFBS_2891 [Mycobacterium tuberculosis CCDC5079]	505811377
AGP65037.1	DUF3046	-	DUF3046	68	OEM_35020	Mycobacterium yongonense 05-1390	bacteria>actinobacteria	hypothetical protein OEM_35020 [Mycobacterium yongonense 05-1390]	521367202
AGQ37357.1	DUF3046	-	DUF3046	68	M943_14140	Mycobacterium tuberculosis EAI5	bacteria>actinobacteria	hypothetical protein M943_14140 [Mycobacterium tuberculosis EAI5]	523439649
AGU15278.1	DUF3046	-	DUF3046	68	CARG_05755	Corynebacterium argentoratense DSM 44202	bacteria>actinobacteria	hypothetical protein CARG_05755 [Corynebacterium argentoratense DSM 44202]	533215950
AHI03265.1	DUF3046	-	DUF3046	68	CFAL_06250	Corynebacterium falsenii DSM 44353	bacteria>actinobacteria	hypothetical protein CFAL_06250 [Corynebacterium falsenii DSM 44353]	578015007
AHI23005.1	DUF3046	-	DUF3046	68	B843_08100	Corynebacterium vitaeruminis DSM 20294	bacteria>actinobacteria	hypothetical protein B843_08100 [Corynebacterium vitaeruminis DSM 20294]	582019662
AHJ43535.1	DUF3046	-	DUF3046	68	HKBS1_2889	Mycobacterium tuberculosis HKBS1	bacteria>actinobacteria	hypothetical protein HKBS1_2889 [Mycobacterium tuberculosis HKBS1]	585502524
AHJ47682.1	DUF3046	-	DUF3046	68	HKBT2_2885	Mycobacterium tuberculosis BT2	bacteria>actinobacteria	hypothetical protein HKBT2_2885 [Mycobacterium tuberculosis BT2]	585516942
AHJ51828.1	DUF3046	-	DUF3046	68	HKBT1_2882	Mycobacterium tuberculosis BT1	bacteria>actinobacteria	hypothetical protein HKBT1_2882 [Mycobacterium tuberculosis BT1]	585531613
AHJ55977.1	DUF3046	-	DUF3046	68	CFBR_2892	Mycobacterium tuberculosis CCDC5180	bacteria>actinobacteria	hypothetical protein CFBR_2892 [Mycobacterium tuberculosis CCDC5180]	585542438
AHM08486.1	DUF3046	-	DUF3046	68	BCGT_2567	Mycobacterium bovis BCG str. ATCC 35743	bacteria>actinobacteria	hypothetical protein BCGT_2567 [Mycobacterium bovis BCG str. ATCC 35743]	594545983
AHW64008.1	DUF3046	-	DUF3046	68	CGLY_07815	Corynebacterium glyciniphilum AJ 3170	bacteria>actinobacteria	Hypothetical protein CGLY_07815 [Corynebacterium glyciniphilum AJ 3170]	610393045
AIB49434.1	DUF3046	-	DUF3046	68	MTBK_28900	Mycobacterium tuberculosis K	bacteria>actinobacteria	glycosyl transferase [Mycobacterium tuberculosis K]	646276754
AID05796.1	DUF3046	-	DUF3046	68	ER17_14500	Mycobacterium tuberculosis	bacteria>actinobacteria	hypothetical protein ER17_14500 [Mycobacterium tuberculosis]	655546445
AII91329.1	DUF3046	-	DUF3046	68	IZ84_14620	Mycobacterium tuberculosis	bacteria>actinobacteria	hypothetical protein IZ84_14620 [Mycobacterium tuberculosis]	671747588
AII95245.1	DUF3046	-	DUF3046	68	JE53_14605	Mycobacterium tuberculosis	bacteria>actinobacteria	hypothetical protein JE53_14605 [Mycobacterium tuberculosis]	671751505
AIQ05385.1	DUF3046	-	DUF3046	68	LJ70_14810	Mycobacterium tuberculosis	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium tuberculosis]	686573989
AIQ09403.1	DUF3046	-	DUF3046	68	LJ80_14975	Mycobacterium tuberculosis	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium tuberculosis]	686578009
AIR15511.1	DUF3046	-	DUF3046	68	LH57_14980	Mycobacterium tuberculosis H37Rv	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium tuberculosis H37Rv]	690313480
AIR47954.1	DUF3046	-	DUF3046	68	LH58_14535	Mycobacterium bovis	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium bovis]	690297384
AIT86421.1	DUF3046	-	DUF3046	68	LG41_16355	Mycobacterium intracellulare 1956	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium intracellulare 1956]	698186545
AJF04101.1	DUF3046	-	DUF3046	68	Y980_2738c	Mycobacterium tuberculosis H37RvSiena	bacteria>actinobacteria	hypothetical protein Y980_2738c [Mycobacterium tuberculosis H37RvSiena]	749195822
AJW50042.1	DUF3046	-	DUF3046	68	UB21_14525	Mycobacterium tuberculosis	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium tuberculosis]	769539944
AKE41414.1	DUF3046	-	DUF3046	68	UL82_06240	Corynebacterium kutscheri	bacteria>actinobacteria	Protein of unknown function (DUF3046) [Corynebacterium kutscheri]	814963048
AKO25784.1	DUF3046	-	DUF3046	68	GS11_2858	Mycobacterium bovis BCG	bacteria>actinobacteria	hypothetical protein GS11_2858 [Mycobacterium bovis BCG]	857100124
AKR02568.1	DUF3046	-	DUF3046	68	Mb1595_p3045	Mycobacterium bovis	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium bovis]	893681672
ALA67259.1	DUF3046	-	DUF3046	68	CLAC_05475	Corynebacterium lactis RW2-5	bacteria>actinobacteria	hypothetical protein CLAC_05475 [Corynebacterium lactis RW2-5]	922844939
ALA79284.1	DUF3046	-	DUF3046	68	BCGR_2967	Mycobacterium bovis BCG	bacteria>actinobacteria	DUF3046 domain-containing protein [Mycobacterium bovis BCG]	922678487
ALB19939.1	DUF3046	-	DUF3046	68	AFL40_2839	Mycobacterium tuberculosis	bacteria>actinobacteria	Hypothetical protein AFL40_2839 [Mycobacterium tuberculosis]	923108656
ALV11716.1	DUF3046	-	DUF3046	68	BOVR_14150	Mycobacterium bovis	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium bovis]	971173974
AMC42961.1	DUF3046	-	DUF3046	68	RN03_3003	Mycobacterium tuberculosis	bacteria>actinobacteria	hypothetical protein RN03_3003 [Mycobacterium tuberculosis]	984948861
AMC47190.1	DUF3046	-	DUF3046	68	RN05_2914	Mycobacterium tuberculosis	bacteria>actinobacteria	hypothetical protein RN05_2914 [Mycobacterium tuberculosis]	984953091
AMC56158.1	DUF3046	-	DUF3046	68	RN07_2927	Mycobacterium bovis	bacteria>actinobacteria	hypothetical protein RN07_2927 [Mycobacterium bovis]	984962061
AMC60450.1	DUF3046	-	DUF3046	68	RN08_3023	Mycobacterium microti	bacteria>actinobacteria	hypothetical protein RN08_3023 [Mycobacterium microti]	984966354
AMC65078.1	DUF3046	-	DUF3046	68	RN09_3330	Mycobacterium africanum	bacteria>actinobacteria	hypothetical protein RN09_3330 [Mycobacterium africanum]	984970983
AMC68411.1	DUF3046	-	DUF3046	68	RN10_1865	Mycobacterium tuberculosis	bacteria>actinobacteria	hypothetical protein RN10_1865 [Mycobacterium tuberculosis]	984974317
AMC74204.1	DUF3046	-	DUF3046	68	RN11_3194	Mycobacterium tuberculosis	bacteria>actinobacteria	hypothetical protein RN11_3194 [Mycobacterium tuberculosis]	984980111
AMC82760.1	DUF3046	-	DUF3046	68	RN13_2941	Mycobacterium tuberculosis	bacteria>actinobacteria	hypothetical protein RN13_2941 [Mycobacterium tuberculosis]	984988669
AMC86953.1	DUF3046	-	DUF3046	68	RN14_2905	Mycobacterium tuberculosis	bacteria>actinobacteria	hypothetical protein RN14_2905 [Mycobacterium tuberculosis]	984992863
AMC91160.1	DUF3046	-	DUF3046	68	RN15_2928	Mycobacterium tuberculosis	bacteria>actinobacteria	hypothetical protein RN15_2928 [Mycobacterium tuberculosis]	984997071
AMO11118.1	DUF3046	-	DUF3046	68	AZH48_14120	Mycobacterium bovis BCG str. Tokyo 172	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium bovis BCG str. Tokyo 172]	1003105806 
ANG88451.1	DUF3046	-	DUF3046	68	SZ58_009050	Mycobacterium bovis	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium bovis]	1032536871 
ANZ83460.1	DUF3046	-	DUF3046	68	BEE65_2857	Mycobacterium tuberculosis	bacteria>actinobacteria	Hypothetical protein BEE65_2857 [Mycobacterium tuberculosis]	1050847619 
AOE37149.1	DUF3046	-	DUF3046	68	BEE64_2842	Mycobacterium tuberculosis	bacteria>actinobacteria	Hypothetical protein BEE64_2842 [Mycobacterium tuberculosis]	1057480254 
AOS92968.1	DUF3046	-	DUF3046	68	AN480_18325	Mycobacterium chimaera	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium chimaera]	1071933265 
AOT73614.1	DUF3046	-	DUF3046	68	TM57_01440	Mycobacterium tuberculosis	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium tuberculosis]	1072830226 
AOZ44023.1	DUF3046	-	DUF3046	68	BTB1458_3026	Mycobacterium tuberculosis	bacteria>actinobacteria	hypothetical protein BTB1458_3026 [Mycobacterium tuberculosis]	1092948391 
APR58066.1	DUF3046	-	DUF3046	68	BTU11_15035	Mycobacterium tuberculosis	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium tuberculosis]	1125939810 
APT84932.1	DUF3046	-	DUF3046	68	CAQU_07480	Corynebacterium aquilae DSM 44791	bacteria>actinobacteria	hypothetical protein CAQU_07480 [Corynebacterium aquilae DSM 44791]	1129919032 
APT89066.1	DUF3046	-	DUF3046	68	CFRA_07150	Corynebacterium frankenforstense DSM 45800	bacteria>actinobacteria	hypothetical protein CFRA_07150 [Corynebacterium frankenforstense DSM 45800]	1129926115 
BAH27027.1	DUF3046	-	DUF3046	68	JTY_2746	Mycobacterium bovis BCG str. Tokyo 172	bacteria>actinobacteria	hypothetical protein JTY_2746 [Mycobacterium bovis BCG str. Tokyo 172]	224774221
BAL66780.1	DUF3046	-	DUF3046	68	ERDMAN_3000	Mycobacterium tuberculosis str. Erdman = ATCC 35801	bacteria>actinobacteria	hypothetical protein ERDMAN_3000 [Mycobacterium tuberculosis str. Erdman = ATCC 35801]	379029047
CAI37281.1	DUF3046	SIG	DUF3046	68	jk1117	Corynebacterium jeikeium K411	bacteria>actinobacteria	hypothetical protein jk1117 [Corynebacterium jeikeium K411]	68263793
CAL72740.1	DUF3046	-	DUF3046	68	BCG_2752c	Mycobacterium bovis BCG str. Pasteur 1173P2	bacteria>actinobacteria	Conserved hypothetical protein [Mycobacterium bovis BCG str. Pasteur 1173P2]	121494262
CAQ04833.1	DUF3046	-	DUF3046	68	cu0873	Corynebacterium urealyticum DSM 7109	bacteria>actinobacteria	hypothetical protein cu0873 [Corynebacterium urealyticum DSM 7109]	171851857
CCC27813.1	DUF3046	-	DUF3046	68	MAF_27430	Mycobacterium africanum GM041182	bacteria>actinobacteria	conserved hypothetical protein [Mycobacterium africanum GM041182]	339332107
CCC45096.1	DUF3046	-	DUF3046	68	MCAN_27651	Mycobacterium canettii CIPT 140010059	bacteria>actinobacteria	conserved hypothetical protein [Mycobacterium canettii CIPT 140010059]	340005929
CCC65328.1	DUF3046	-	DUF3046	68	BCGM2735c	Mycobacterium bovis BCG str. Moreau RDJ	bacteria>actinobacteria	conserved hypothetical protein [Mycobacterium bovis BCG str. Moreau RDJ]	341602652
CCG12619.1	DUF3046	-	DUF3046	68	MT7199_2771	Mycobacterium tuberculosis 7199-99	bacteria>actinobacteria	hypothetical protein MT7199_2771 [Mycobacterium tuberculosis 7199-99]	440582216
CCP45537.1	DUF3046	-	DUF3046	68	Rv2738c	Mycobacterium tuberculosis H37Rv	bacteria>actinobacteria	Conserved hypothetical protein [Mycobacterium tuberculosis H37Rv]	444896276
CDM11128.1	DUF3046	-	DUF3046	68	MT49_2991	Mycobacterium tuberculosis 49-02	bacteria>actinobacteria	hypothetical PROTEIN MT49_2991 [Mycobacterium tuberculosis 49-02]	702071619
CDM76046.1	DUF3046	-	DUF3046	68	MMARE11_18990	Mycobacterium marinum E11	bacteria>actinobacteria	conserved hypothetical protein [Mycobacterium marinum E11]	641305048
CDO44022.1	DUF3046	-	DUF3046	68	Mb2758c	Mycobacterium bovis AF2122/97	bacteria>actinobacteria	CONSERVED HYPOTHETICAL PROTEIN [Mycobacterium bovis AF2122/97]	768985187
EGE51287.1	DUF3046	-	DUF3046	68	TBPG_002623	Mycobacterium tuberculosis W-148	bacteria>actinobacteria	hypothetical protein TBPG_002623 [Mycobacterium tuberculosis W-148]	326904354
ANH39328.1	DUF3046	-	DUF3046	67	I601_2912	Nocardioides dokdonensis FR1436	bacteria>actinobacteria	hypothetical protein I601_2912 [Nocardioides dokdonensis FR1436]	1033004000 
BAH33460.1	DUF3046	-	DUF3046	67	RER_27520	Rhodococcus erythropolis PR4	bacteria>actinobacteria	conserved hypothetical protein [Rhodococcus erythropolis PR4]	226185356
CAC31367.1	DUF3046	-	DUF3046	67	ML0986	Mycobacterium leprae	bacteria>actinobacteria	conserved hypothetical protein [Mycobacterium leprae]	13093018
CAR71081.1	DUF3046	-	DUF3046	67	MLBr00986	Mycobacterium leprae Br4923	bacteria>actinobacteria	conserved hypothetical protein [Mycobacterium leprae Br4923]	219933052
ABP53890.1	DUF3046	-	DUF3046	66	Strop_1424	Salinispora tropica CNB-440	bacteria>actinobacteria	hypothetical protein Strop_1424 [Salinispora tropica CNB-440]	145303308
ABV97288.1	DUF3046	-	DUF3046	66	Sare_1388	Salinispora arenicola CNS-205	bacteria>actinobacteria	conserved hypothetical protein [Salinispora arenicola CNS-205]	157915861
ADL45090.1	DUF3046	-	DUF3046	66	Micau_1532	Micromonospora aurantiaca ATCC 27029	bacteria>actinobacteria	hypothetical protein Micau_1532 [Micromonospora aurantiaca ATCC 27029]	302568888
ADU07325.1	DUF3046	-	DUF3046	66	ML5_1794	Micromonospora sp. L5	bacteria>actinobacteria	hypothetical protein ML5_1794 [Micromonospora sp. L5]	315409208
AEB43562.1	DUF3046	-	DUF3046	66	VAB18032_12240	Verrucosispora maris AB-18-032	bacteria>actinobacteria	hypothetical protein VAB18032_12240 [Verrucosispora maris AB-18-032]	328809390
AEV88053.1	DUF3046	-	DUF3046	66	ACPL_7173	Actinoplanes sp. SE50/110	bacteria>actinobacteria	hypothetical protein ACPL_7173 [Actinoplanes sp. SE50/110]	359839612
AGZ45388.1	DUF3046	-	DUF3046	66	AFR_35660	Actinoplanes friuliensis DSM 7358	bacteria>actinobacteria	hypothetical protein AFR_35660 [Actinoplanes friuliensis DSM 7358]	556038141
ANI92572.1	DUF3046	-	DUF3046	66	BJL86_1801	Dietzia timorensis	bacteria>actinobacteria	Hypothetical protein BJL86_1801 [Dietzia timorensis]	1035339515 
ADX72616.1	DUF3046	-	DUF3046	65	Asphe3_14420	Pseudarthrobacter phenanthrenivorans Sphe3	bacteria>actinobacteria	hypothetical protein Asphe3_14420 [Pseudarthrobacter phenanthrenivorans Sphe3]	323468931
AFR28421.1	DUF3046	-	DUF3046	65	ARUE_c15050	Arthrobacter sp. Rue61a	bacteria>actinobacteria	hypothetical protein ARUE_c15050 [Arthrobacter sp. Rue61a]	403228999
AHJ19549.1	DUF3046	SIG	DUF3046	65	B7019_1279	Bifidobacterium breve JCM 7019	bacteria>actinobacteria	Hypothetical protein B7019_1279 [Bifidobacterium breve JCM 7019]	585131078
ABD12879.1	DUF3046	-	DUF3046	64	Francci3_3526	Frankia casuarinae	bacteria>actinobacteria	hypothetical protein Francci3_3526 [Frankia casuarinae]	86569070
ABG08238.1	DUF3046	-	DUF3046	64	Mmcs_2130	Mycobacterium sp. MCS	bacteria>actinobacteria	conserved hypothetical protein [Mycobacterium sp. MCS]	108769516
ABG98536.1	DUF3046	-	DUF3046	64	RHA1_ro06764	Rhodococcus jostii RHA1	bacteria>actinobacteria	conserved hypothetical protein [Rhodococcus jostii RHA1]	110823252
ABK53265.1	DUF3046	-	DUF3046	64	Acel_1493	Acidothermus cellulolyticus 11B	bacteria>actinobacteria	hypothetical protein Acel_1493 [Acidothermus cellulolyticus 11B]	117649163
ABK65264.1	DUF3046	-	DUF3046	64	MAV_3629	Mycobacterium avium 104	bacteria>actinobacteria	conserved hypothetical protein [Mycobacterium avium 104]	118164367
ABK71520.1	DUF3046	-	DUF3046	64	MSMEG_2700	Mycobacterium smegmatis str. MC2 155	bacteria>actinobacteria	conserved hypothetical protein [Mycobacterium smegmatis str. MC2 155]	118170624
ABL81843.1	DUF3046	-	DUF3046	64	Noca_2338	Nocardioides sp. JS614	bacteria>actinobacteria	conserved hypothetical protein [Nocardioides sp. JS614]	119537226
ABL91374.1	DUF3046	-	DUF3046	64	Mkms_2176	Mycobacterium sp. KMS	bacteria>actinobacteria	conserved hypothetical protein [Mycobacterium sp. KMS]	119694301
ABM13216.1	DUF3046	-	DUF3046	64	Mvan_2402	Mycobacterium vanbaalenii PYR-1	bacteria>actinobacteria	conserved hypothetical protein [Mycobacterium vanbaalenii PYR-1]	119956211
ABN97903.1	DUF3046	-	DUF3046	64	Mjls_2117	Mycobacterium sp. JLS	bacteria>actinobacteria	conserved hypothetical protein [Mycobacterium sp. JLS]	126234503
ABP46454.1	DUF3046	-	DUF3046	64	Mflv_3983	Mycobacterium gilvum PYR-GCK	bacteria>actinobacteria	conserved hypothetical protein [Mycobacterium gilvum PYR-GCK]	145217050
ACU35370.1	DUF3046	-	DUF3046	64	Amir_1418	Actinosynnema mirum DSM 43827	bacteria>actinobacteria	hypothetical protein Amir_1418 [Actinosynnema mirum DSM 43827]	255919859
ACU97764.1	DUF3046	-	DUF3046	64	Svir_27830	Saccharomonospora viridis DSM 43017	bacteria>actinobacteria	hypothetical protein Svir_27830 [Saccharomonospora viridis DSM 43017]	256586631
ACY21449.1	DUF3046	-	DUF3046	64	Gbro_2201	Gordonia bronchialis DSM 43247	bacteria>actinobacteria	hypothetical protein Gbro_2201 [Gordonia bronchialis DSM 43247]	262085481
ACY98836.1	DUF3046	-	DUF3046	64	Tcur_3297	Thermomonospora curvata DSM 43183	bacteria>actinobacteria	hypothetical protein Tcur_3297 [Thermomonospora curvata DSM 43183]	268312462
ACZ85196.1	DUF3046	-	DUF3046	64	Sros_2214	Streptosporangium roseum DSM 43021	bacteria>actinobacteria	hypothetical protein Sros_2214 [Streptosporangium roseum DSM 43021]	270506918
ADB32065.1	DUF3046	-	DUF3046	64	Kfla_3000	Kribbella flavida DSM 17836	bacteria>actinobacteria	hypothetical protein Kfla_3000 [Kribbella flavida DSM 17836]	283810226
ADE01186.1	DUF3046	-	DUF3046	64	HMPREF0675_4070	Propionibacterium acnes SK137	bacteria>actinobacteria	hypothetical protein HMPREF0675_4070 [Propionibacterium acnes SK137]	291377331
ADG87836.1	DUF3046	-	DUF3046	64	Tbis_1114	Thermobispora bispora DSM 43833	bacteria>actinobacteria	hypothetical protein Tbis_1114 [Thermobispora bispora DSM 43833]	296091884
ADH66110.1	DUF3046	-	DUF3046	64	Ndas_0665	Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111	bacteria>actinobacteria	conserved hypothetical protein [Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111]	296844090
ADI06462.1	DUF3046	-	DUF3046	64	SBI_03341	Streptomyces bingchenggensis BCW-1	bacteria>actinobacteria	hypothetical protein SBI_03341 [Streptomyces bingchenggensis BCW-1]	297156750
ADJ44139.1	DUF3046	-	DUF3046	64	AMED_2342	Amycolatopsis mediterranei U32	bacteria>actinobacteria	conserved hypothetical protein [Amycolatopsis mediterranei U32]	299793764
ADP79210.1	DUF3046	-	DUF3046	64	FraEuI1c_1137	Frankia inefficax	bacteria>actinobacteria	hypothetical protein FraEuI1c_1137 [Frankia inefficax]	311226355
ADT99939.1	DUF3046	-	DUF3046	64	Mspyr1_33280	Mycobacterium gilvum Spyr1	bacteria>actinobacteria	hypothetical protein Mspyr1_33280 [Mycobacterium gilvum Spyr1]	315263198
ADW03023.1	DUF3046	-	DUF3046	64	Sfla_1585	Streptomyces pratensis ATCC 33331	bacteria>actinobacteria	Protein of unknown function DUF3046 [Streptomyces pratensis ATCC 33331]	320008173
AEA26750.1	DUF3046	-	DUF3046	64	Psed_4598	Pseudonocardia dioxanivorans CB1190	bacteria>actinobacteria	hypothetical protein Psed_4598 [Pseudonocardia dioxanivorans CB1190]	326953053
AEE72227.1	DUF3046	-	DUF3046	64	PAZ_c10530	Propionibacterium acnes 266	bacteria>actinobacteria	hypothetical protein PAZ_c10530 [Propionibacterium acnes 266]	332675411
AEF36485.1	DUF3046	-	DUF3046	64	JDM601_2485	Mycobacterium sinense	bacteria>actinobacteria	conserved hypothetical protein [Mycobacterium sinense]	333487093
AEF40150.1	DUF3046	-	DUF3046	64	AS9A_1701	Hoyosella subflava DQS3-9A1	bacteria>actinobacteria	hypothetical protein AS9A_1701 [Hoyosella subflava DQS3-9A1]	333481590
AEH29333.1	DUF3046	-	DUF3046	64	TIB1ST10_05190	Propionibacterium acnes 6609	bacteria>actinobacteria	hypothetical protein TIB1ST10_05190 [Propionibacterium acnes 6609]	335277428
AEK40873.1	DUF3046	-	DUF3046	64	RAM_11915	Amycolatopsis mediterranei S699	bacteria>actinobacteria	hypothetical protein RAM_11915 [Amycolatopsis mediterranei S699]	340525668
AEM81830.1	DUF3046	-	DUF3046	64	Strvi_2098	Streptomyces violaceusniger Tu 4113	bacteria>actinobacteria	hypothetical protein Strvi_2098 [Streptomyces violaceusniger Tu 4113]	344036105
AEN12761.1	DUF3046	-	DUF3046	64	SACTE_4935	Streptomyces sp. SirexAA-E	bacteria>actinobacteria	conserved hypothetical protein [Streptomyces sp. SirexAA-E]	344318073
AER06375.1	DUF3046	-	DUF3046	64	TIIST44_09575	Propionibacterium acnes subsp. defendens ATCC 11828	bacteria>actinobacteria	hypothetical protein TIIST44_09575 [Propionibacterium acnes subsp. defendens ATCC 11828]	353455856
AEV76087.1	DUF3046	-	DUF3046	64	MycrhN_5619	Mycobacterium rhodesiae NBB3	bacteria>actinobacteria	Protein of unknown function (DUF3046) [Mycobacterium rhodesiae NBB3]	359823274
AEW79076.1	DUF3046	-	DUF3046	64	TIA2EST2_04935	Propionibacterium acnes TypeIA2 P.acn33	bacteria>actinobacteria	hypothetical protein TIA2EST2_04935 [Propionibacterium acnes TypeIA2 P.acn33]	365743879
AEW81321.1	DUF3046	-	DUF3046	64	TIA2EST22_05025	Propionibacterium acnes TypeIA2 P.acn17	bacteria>actinobacteria	hypothetical protein TIA2EST22_05025 [Propionibacterium acnes TypeIA2 P.acn17]	365741627
AEW83587.1	DUF3046	-	DUF3046	64	TIA2EST36_04995	Propionibacterium acnes TypeIA2 P.acn31	bacteria>actinobacteria	hypothetical protein TIA2EST36_04995 [Propionibacterium acnes TypeIA2 P.acn31]	365739385
AEW96903.1	DUF3046	-	DUF3046	64	SCATT_45320	Streptomyces cattleya NRRL 8057 = DSM 46488	bacteria>actinobacteria	hypothetical protein SCATT_45320 [Streptomyces cattleya NRRL 8057 = DSM 46488]	365808687
AEY92120.1	DUF3046	-	DUF3046	64	SHJG_6853	Streptomyces hygroscopicus subsp. jinggangensis 5008	bacteria>actinobacteria	hypothetical protein SHJG_6853 [Streptomyces hygroscopicus subsp. jinggangensis 5008]	374103236
AFA73137.1	DUF3046	-	DUF3046	64	GPOL_c20980	Gordonia polyisoprenivorans VH2	bacteria>actinobacteria	protein of unknown function DUF3046 [Gordonia polyisoprenivorans VH2]	375752317
AFM16884.1	DUF3046	-	DUF3046	64	Mycch_2101	Mycobacterium chubuense NBB4	bacteria>actinobacteria	Protein of unknown function (DUF3046) [Mycobacterium chubuense NBB4]	390615734
AFN45154.1	DUF3046	-	DUF3046	64	HMPREF9154_1370	Pseudopropionibacterium propionicum F0230a	bacteria>actinobacteria	hypothetical protein HMPREF9154_1370 [Pseudopropionibacterium propionicum F0230a]	395141047
AFO75852.1	DUF3046	-	DUF3046	64	AMES_2316	Amycolatopsis mediterranei S699	bacteria>actinobacteria	hypothetical protein AMES_2316 [Amycolatopsis mediterranei S699]	398316905
AFP39102.1	DUF3046	-	DUF3046	64	MSMEI_2634	Mycobacterium smegmatis str. MC2 155	bacteria>actinobacteria	hypothetical protein MSMEI_2634 [Mycobacterium smegmatis str. MC2 155]	399231609
AFR06313.1	DUF3046	-	DUF3046	64	B005_3561	Nocardiopsis alba ATCC BAA-2165	bacteria>actinobacteria	hypothetical protein B005_3561 [Nocardiopsis alba ATCC BAA-2165]	402798903
AFR48755.1	DUF3046	-	DUF3046	64	KTR9_2118	Gordonia sp. KTR9	bacteria>actinobacteria	hypothetical protein KTR9_2118 [Gordonia sp. KTR9]	403645515
AFU40817.1	DUF3046	-	DUF3046	64	PAC1_05310	Propionibacterium acnes C1	bacteria>actinobacteria	hypothetical protein PAC1_05310 [Propionibacterium acnes C1]	407903987
AFV89337.1	DUF3046	-	DUF3046	64	PACID_15240	Acidipropionibacterium acidipropionici ATCC 4875	bacteria>actinobacteria	hypothetical protein PACID_15240 [Acidipropionibacterium acidipropionici ATCC 4875]	410822722
AGB22869.1	DUF3046	-	DUF3046	64	Mycsm_02534	Mycobacterium sp. JS623	bacteria>actinobacteria	Protein of unknown function (DUF3046) [Mycobacterium sp. JS623]	433297049
AGI87495.1	DUF3046	-	DUF3046	64	XNR_1096	Streptomyces albus J1074	bacteria>actinobacteria	DUF3046 domain containing protein [Streptomyces albus J1074]	477543542
AGJ57708.1	DUF3046	-	DUF3046	64	F750_5279	Streptomyces sp. PAMC 26508	bacteria>actinobacteria	hypothetical protein F750_5279 [Streptomyces sp. PAMC 26508]	478749128
AGJ79983.1	DUF3046	-	DUF3046	64	PAGK_1142	Propionibacterium acnes HL096PA1	bacteria>actinobacteria	hypothetical protein PAGK_1142 [Propionibacterium acnes HL096PA1]	481320672
AGK80568.1	DUF3046	-	DUF3046	64	SFUL_5685	Streptomyces fulvissimus DSM 40593	bacteria>actinobacteria	DUF3046 domain containing protein [Streptomyces fulvissimus DSM 40593]	485097385
AGL20270.1	DUF3046	-	DUF3046	64	L083_6760	Actinoplanes sp. N902-109	bacteria>actinobacteria	hypothetical protein L083_6760 [Actinoplanes sp. N902-109]	492008950
