AccNum	Query	ClustID	ClustName	GenContext	PFAM	DomArch	arch.TMSIG	Length	GenName	Lineage	Species.old	Annotation	GI
XP_011414736.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	SIG+Pkinase+Pkinase_C+ATG16+KELK+Apolipoprotein+DUF2046+C1_1+PH+CNH	SIG+CR-Kinase+EP1+EP1+C1+PH	SIG	1808	LOC105319045	eukaryota>metazoa>mollusca	Crassostrea gigas	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X3 [Crassostrea gigas]	762153399
XP_015138996.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1	-	1800	CDC42BPA	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X3 [Gallus gallus]	971386306
XP_005541087.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+TPR_MLP1_2+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1797	CDC42BPA	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X6 [Macaca fascicularis]	544400771
XP_006496865.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+GAS+DMPK_coil+C1_1+CNH+Atrophin-1	CR-Kinase+EP1+PspA+C1+PH	-	1797	A930014J19Rik,DMPK-like	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X2 [Mus musculus]	568910769
XP_006711898.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+Ax_dynein_light+KELK+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1797	MRCK,MRCKA,PK428	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X6 [Homo sapiens]	578802394
XP_005541088.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+TPR_MLP1_2+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1796	CDC42BPA	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X7 [Macaca fascicularis]	544400773
XP_005273377.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+Ax_dynein_light+KELK+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1794	MRCK,MRCKA,PK428	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X7 [Homo sapiens]	530366597
XP_005541089.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+TPR_MLP1_2+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1794	CDC42BPA	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X8 [Macaca fascicularis]	544400775
XP_006496866.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+GAS+DMPK_coil+C1_1+CNH+Atrophin-1	CR-Kinase+EP1+PspA+C1+PH	-	1794	A930014J19Rik,DMPK-like	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X3 [Mus musculus]	568910771
XP_015138997.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1	-	1794	CDC42BPA	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X4 [Gallus gallus]	971386308
XP_395596.4	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+KELK+SMC_N+C1_1+PH+CNH	CR-Kinase+PspA+EP1+C1+PH	-	1794	LOC412132	eukaryota>metazoa>hexapoda	Apis mellifera	PREDICTED: serine/threonine-protein kinase Genghis Khan isoform X3 [Apis mellifera]	328786255
XP_005160806.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	CR-Kinase+EP1+PspA+C1+PH*->	Pkinase+Pkinase_C+Tropomyosin_1+KELK+Mnd1+DMPK_coil+C1_1+PH+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1793	fb82d10,wu:fb82d10,zgc:174985	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	serine/threonine-protein kinase MRCK alpha isoform X4 [Danio rerio]	528511835
XP_013414269.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+DUF2046+KELK+SCP-1+C1_1+PH+CNH+PBD	CR-Kinase+SidE+C1+PH	-	1792	LOC106176436	eukaryota>metazoa	Lingula anatina	PREDICTED: serine/threonine-protein kinase MRCK alpha-like isoform X3 [Lingula anatina]	919065333
XP_013414270.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+DUF2046+KELK+SCP-1+C1_1+PH+CNH+PBD	CR-Kinase+SidE+C1+PH	-	1792	LOC106176436	eukaryota>metazoa	Lingula anatina	PREDICTED: serine/threonine-protein kinase MRCK alpha-like isoform X3 [Lingula anatina]	919065336
XP_017207995.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+Tropomyosin_1+KELK+Mnd1+DMPK_coil+C1_1+PH+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1792	fb82d10,wu:fb82d10,zgc:174985	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	serine/threonine-protein kinase MRCK alpha isoform X5 [Danio rerio]	1040673896
XP_005160807.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+Tropomyosin_1+KELK+OmpH+Mnd1+DMPK_coil+C1_1+PH+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1788	fb82d10,wu:fb82d10,zgc:174985	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X3 [Danio rerio]	528511837
XP_013414271.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+DUF2046+KELK+SCP-1+C1_1+PH+CNH+PBD	CR-Kinase+SidE+C1+PH	-	1788	LOC106176436	eukaryota>metazoa	Lingula anatina	PREDICTED: serine/threonine-protein kinase MRCK alpha-like isoform X4 [Lingula anatina]	919065338
XP_013414272.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+DUF2046+KELK+SCP-1+C1_1+PH+CNH+PBD	CR-Kinase+SidE+C1+PH	-	1788	LOC106176436	eukaryota>metazoa	Lingula anatina	PREDICTED: serine/threonine-protein kinase MRCK alpha-like isoform X4 [Lingula anatina]	919065341
XP_013414273.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+DUF2046+KELK+SCP-1+C1_1+PH+CNH+PBD	CR-Kinase+SidE+C1+PH	-	1786	LOC106176436	eukaryota>metazoa	Lingula anatina	PREDICTED: serine/threonine-protein kinase MRCK alpha-like isoform X5 [Lingula anatina]	919065344
XP_017331800.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+IncA+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1786	cdc42bpa	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X6 [Ictalurus punctatus]	1042374864
XP_011414737.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	SIG+Pkinase+Pkinase_C+ATG16+KELK+Apolipoprotein+DUF2046+C1_1+PH+CNH	SIG+CR-Kinase+EP1+EP1+C1+PH	SIG	1785	LOC105319045	eukaryota>metazoa>mollusca	Crassostrea gigas	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X4 [Crassostrea gigas]	762153401
XP_006496867.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+GAS+DMPK_coil+C1_1+CNH+Atrophin-1	CR-Kinase+EP1+PspA+C1+PH	-	1784	A930014J19Rik,DMPK-like	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X4 [Mus musculus]	568910773
XP_005541090.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+TPR_MLP1_2+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1783	CDC42BPA	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X9 [Macaca fascicularis]	544400777
XP_011414738.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	SIG+Pkinase+Pkinase_C+ATG16+KELK+Apolipoprotein+DUF2046+C1_1+PH+CNH	SIG+CR-Kinase+EP1+EP1+C1+PH	SIG	1783	LOC105319045	eukaryota>metazoa>mollusca	Crassostrea gigas	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X5 [Crassostrea gigas]	762153403
XP_011542610.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+Ax_dynein_light+KELK+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1783	MRCK,MRCKA,PK428	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X8 [Homo sapiens]	767912774
XP_005273378.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+Ax_dynein_light+KELK+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1781	MRCK,MRCKA,PK428	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X9 [Homo sapiens]	530366599
XP_005541091.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+TPR_MLP1_2+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1781	CDC42BPA	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X10 [Macaca fascicularis]	544400779
XP_006496868.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+GAS+DMPK_coil+C1_1+CNH+Atrophin-1	CR-Kinase+EP1+PspA+C1+PH	-	1781	A930014J19Rik,DMPK-like	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X5 [Mus musculus]	568910775
XP_009293043.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+Tropomyosin_1+KELK+Mnd1+DMPK_coil+C1_1+PH+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1780	fb82d10,wu:fb82d10,zgc:174985	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X4 [Danio rerio]	688602696
XP_011414739.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	SIG+Pkinase+Pkinase_C+ATG16+KELK+Apolipoprotein+DUF2046+C1_1+PH+CNH	SIG+CR-Kinase+EP1+EP1+C1+PH	SIG	1774	LOC105319045	eukaryota>metazoa>mollusca	Crassostrea gigas	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X6 [Crassostrea gigas]	762153405
XP_015138998.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1	-	1773	CDC42BPA	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X5 [Gallus gallus]	971386310
XP_017331801.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+IncA+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1772	cdc42bpa	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X7 [Ictalurus punctatus]	1042374866
XP_006496869.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+GAS+DMPK_coil+C1_1+CNH+Atrophin-1	CR-Kinase+EP1+PspA+C1+PH	-	1771	A930014J19Rik,DMPK-like	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X6 [Mus musculus]	568910777
XP_013414274.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+DUF2046+KELK+SCP-1+C1_1+PH+CNH+PBD	CR-Kinase+SidE+C1+PH	-	1771	LOC106176436	eukaryota>metazoa	Lingula anatina	PREDICTED: serine/threonine-protein kinase MRCK alpha-like isoform X6 [Lingula anatina]	919065347
XP_015138999.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1	-	1771	CDC42BPA	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X6 [Gallus gallus]	971386312
XP_005160808.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+Tropomyosin_1+KELK+OmpH+Mnd1+DMPK_coil+C1_1+PH+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1768	fb82d10,wu:fb82d10,zgc:174985	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	serine/threonine-protein kinase MRCK alpha isoform X8 [Danio rerio]	528511839
XP_016858067.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+Ax_dynein_light+KELK+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1767	MRCK,MRCKA,PK428	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X10 [Homo sapiens]	1034562642
XP_017207996.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+Tropomyosin_1+KELK+Mnd1+DMPK_coil+C1_1+PH+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1767	fb82d10,wu:fb82d10,zgc:174985	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	serine/threonine-protein kinase MRCK alpha isoform X9 [Danio rerio]	1040673902
XP_018120419.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	CR-Kinase+EP1+PspA+C1+PH*->CR-Kinase+EP1+PspA+C1+PH*->	Pkinase+Pkinase_C+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1766	LOC108717683	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	PREDICTED: serine/threonine-protein kinase MRCK alpha-like isoform X1 [Xenopus laevis]	1069360299
XP_011414740.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	SIG+Pkinase+Pkinase_C+ATG16+KELK+Apolipoprotein+DUF2046+C1_1+PH+CNH	SIG+CR-Kinase+EP1+EP1+C1+PH	SIG	1764	LOC105319045	eukaryota>metazoa>mollusca	Crassostrea gigas	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X7 [Crassostrea gigas]	762153407
XP_011414741.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	SIG+Pkinase+Pkinase_C+ATG16+KELK+Apolipoprotein+DUF2046+C1_1+PH+CNH	SIG+CR-Kinase+EP1+EP1+C1+PH	SIG	1762	LOC105319045	eukaryota>metazoa>mollusca	Crassostrea gigas	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X8 [Crassostrea gigas]	762153409
XP_005541093.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+TPR_MLP1_2+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1761	CDC42BPA	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X12 [Macaca fascicularis]	544400783
XP_006496870.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+GAS+DMPK_coil+C1_1+CNH+Atrophin-1	CR-Kinase+EP1+PspA+C1+PH	-	1761	A930014J19Rik,DMPK-like	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X7 [Mus musculus]	568910779
XP_017207246.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+C1+PH	-	1757	cdc42bpaa	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	PREDICTED: serine/threonine-protein kinase MRCK alpha [Danio rerio]	1040667777
XP_005273379.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+Ax_dynein_light+KELK+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1754	MRCK,MRCKA,PK428	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X12 [Homo sapiens]	530366601
XP_015306249.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1754	CDC42BPA	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X13 [Macaca fascicularis]	982223764
XP_018120420.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1753	LOC108717683	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	PREDICTED: serine/threonine-protein kinase MRCK alpha-like isoform X2 [Xenopus laevis]	1069360301
XP_006496871.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1748	A930014J19Rik,DMPK-like	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X8 [Mus musculus]	568910781
XP_005541094.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+TPR_MLP1_2+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1741	CDC42BPA	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X14 [Macaca fascicularis]	544400786
XP_011237104.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+GAS+DMPK_coil+C1_1+CNH+Atrophin-1	CR-Kinase+EP1+PspA+C1+PH	-	1741	A930014J19Rik,DMPK-like	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X9 [Mus musculus]	755495654
XP_015306256.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+TPR_MLP1_2+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1741	CDC42BPA	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X14 [Macaca fascicularis]	982223768
XP_016858068.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+Ax_dynein_light+KELK+TPR_MLP1_2+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1741	MRCK,MRCKA,PK428	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X13 [Homo sapiens]	1034562646
XP_016858069.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+Ax_dynein_light+KELK+TPR_MLP1_2+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1741	MRCK,MRCKA,PK428	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X13 [Homo sapiens]	1034562648
XP_015833076.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	CR-Kinase+EP1+PspA+C1+PH*->	Pkinase+Pkinase_C+KELK+TPH+C1_1+PH+CNH+DUF1421	CR-Kinase+EP1+EP1+C1+PH	-	1739	LOC660018	eukaryota>metazoa>hexapoda	Tribolium castaneum	PREDICTED: serine/threonine-protein kinase Genghis Khan [Tribolium castaneum]	1008430956
XP_015139004.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1	-	1738	CDC42BPA	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X11 [Gallus gallus]	971386322
XP_017175616.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1735	A930014J19Rik,DMPK-like	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X10 [Mus musculus]	1039728539
XP_013414275.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+DUF2046+KELK+SCP-1+C1_1+PH+CNH+PBD	CR-Kinase+SidE+C1+PH	-	1734	LOC106176436	eukaryota>metazoa	Lingula anatina	PREDICTED: serine/threonine-protein kinase MRCK alpha-like isoform X7 [Lingula anatina]	919065350
NP_001028457.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	CR-Kinase+EP1+PspA+C1+PH*->	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1732	A930014J19Rik,DMPK-like	eukaryota>metazoa>chordata>vertebrata	Mus musculus	serine/threonine-protein kinase MRCK alpha isoform 1 [Mus musculus]	254692972
XP_005273381.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+Ax_dynein_light+KELK+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1732	MRCK,MRCKA,PK428	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X14 [Homo sapiens]	530366605
XP_005541095.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	-	1732	CDC42BPA	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	PREDICTED: serine/threonine-protein kinase MRCK alpha isoform X15 [Macaca fascicularis]	544400788
XP_018084265.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	SIG+Pkinase+Pkinase_C+KELK+HMMR_N+DMPK_coil+DUF4679+C1_1+CNH	SIG+CR-Kinase+EP1+PspA+C1+PH	SIG	1731	cdc42bpb	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	PREDICTED: CDC42 binding protein kinase beta L homeolog isoform X1 [Xenopus laevis]	1069378820
XP_006515826.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	<-CR-Kinase+EP1+PspA+C1+PH*	Pkinase+Pkinase_C+IncA+KELK+APG6+DMPK_coil+C1_1+CNH+PBD	CR-Kinase+EP1+EP1+C1+PH	-	1730	MRCKb	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: serine/threonine-protein kinase MRCK beta isoform X1 [Mus musculus]	568979433
XP_005268284.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	<-CR-Kinase+EP1+PspA+C1+PH*<-CR-Kinase+EP1+PspA+C1+PH*<-CR-Kinase+EP1+PspA+C1+PH*	Pkinase+Pkinase_C+IncA+KELK+APG6+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+EP1+C1+PH	-	1728	MRCKB	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	PREDICTED: serine/threonine-protein kinase MRCK beta isoform X1 [Homo sapiens]	530404957
XP_015309714.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	-	Pkinase+Pkinase_C+IncA+KELK+ERM+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+EP1+C1+PH	-	1728	CDC42BPB	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	PREDICTED: serine/threonine-protein kinase MRCK beta isoform X1 [Macaca fascicularis]	982262662
XP_009292897.1	pspa	000009.150	 CR-Kinase+EP1+PspA+C1+PH	<-CR-Kinase+EP1+PspA+C1+PH*	SIG+Pkinase+Pkinase_C+APG6+KELK+ERM+DMPK_coil+C1_1+PH+CNH	SIG+CR-Kinase+Snf7+EP1+C1+PH	SIG	1725	si:dkeyp-93h6.2,wu:fb98c02,wu:fc48b05,wu:fc90d12	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	serine/threonine-protein kinase MRCK beta isoform X3 [Danio rerio]	688601728
