AccNum	DomArch	DomArch.repeats	GenContext	GenContext.repeats	Lineage	Species	GeneName	Length	GCA_ID
AMD95279.1	PspA	PspA	ZnR(s)+TM->PspA->	ZnR+ZnR+TM->PspA->	bacteria>fusobacteria	Leptotrichia sp oral taxon 847	AXF11_06650	231	GCA_001553645.1
BAH37875.1	PspA	PspA	CesT_Tir->PspA->	CesT_Tir->PspA->	bacteria>gemmatimonadetes	Gemmatimonas aurantiaca T27	GAU_0833	284	GCA_000010305.1
AMW04363.1	PspA	PspA	CesT_Tir->PspA->DUF1611_N+DUF1611->	CesT_Tir->PspA->DUF1611_N+DUF1611->	bacteria>gemmatimonadetes	Gemmatimonas phototrophica	GEMMAAP_04905	287	GCA_000695095.2
AHG90291.1	PspA	PspA	TM->X(s)->CesT_Tir->PspA->SIG+TM(s)->DUF1611_N+DUF1611->	TM->?->?->?->CesT_Tir->PspA->SIG+TM+TM+TM+TM+TM+TM+TM->DUF1611_N+DUF1611->	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_2754	288	GCA_000522985.1
AFS54367.1	PspA	PspA	PspA->	PspA->	bacteria>nitrospirae	Leptospirillum ferriphilum ML04	LFML04_2173	225	GCA_000299235.1
AIA31093.1	PspA	PspA	PspA->	PspA->	bacteria>nitrospirae	Leptospirillum ferriphilum YSK	Y981_11140	225	GCA_000695975.1
BAM07649.1	PspA	PspA	PspA->	PspA->	bacteria>nitrospirae	Leptospirillum ferrooxidans C23	pspA	225	GCA_000284315.1
EIJ77206.1	PspA	PspA	PspA->	PspA->	bacteria>nitrospirae	Leptospirillum sp Group II C75	C75L2_00290015	225	GCA_000262365.1
AKS24268.1	PspA	PspA	PspA->	PspA->	bacteria>nitrospirae	Leptospirillum sp Group II CF1	ABH19_11705	225	GCA_001186405.1
KPK29165.1	PspA	PspA	PspA->PspB->PspC+PspB->	PspA->PspB->PspC+PspB->	bacteria>nitrospirae	Nitrospira bacterium SG8_3	AMK69_07650	227	GCA_001303205.1
APZ92971.1	PspA	PspA	PspA->	PspA->	bacteria>planctomycetes	Fuerstia marisgermanicae	Fuma_02583	221	GCA_001983935.1
AMV34917.1	PspA	PspA	PspA->	PspA->	bacteria>planctomycetes	Pirellula sp SHSr6A	pspA_2	227	GCA_001610875.1
AMV19846.1	PspA	PspA	PspA->	PspA->	bacteria>planctomycetes	Planctomyces sp SHPL14	VT03_18255	226	GCA_001610835.1
AKH41089.1	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||TM->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->X->PspB->	<-PspF-NtrC-AAA+FIS-HTH||TM->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->?->PspB->	bacteria>proteobacteria>alphaproteobacteria	Altererythrobacter atlanticus	pspA_1	272	GCA_001008165.2
ANY19549.1	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||TM->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	<-PspF-NtrC-AAA+FIS-HTH||TM->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Altererythrobacter dongtanensis	pspA	308	GCA_001698205.1
ALE16981.1	PspA	PspA	TM->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->PspB->	TM->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->PspB->	bacteria>proteobacteria>alphaproteobacteria	Altererythrobacter epoxidivorans	AMC99_01690	311	GCA_001281485.1
AKM07641.1	PspA	PspA	TM->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->PspB->	TM->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->PspB->	bacteria>proteobacteria>alphaproteobacteria	Altererythrobacter marensis	AM2010_1572	312	GCA_001028625.1
ANU08485.1	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||X->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->	<-PspF-NtrC-AAA+FIS-HTH||?->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Altererythrobacter namhicola	pspA	286	GCA_001687545.1
BAT18693.1	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||PspA->PspB->SIG+Toast_rack->SIG+Toast_rack->SIG+Toast_rack->	<-PspF-NtrC-AAA+FIS-HTH||PspA->PspB->SIG+Toast_rack->SIG+Toast_rack->SIG+Toast_rack->	bacteria>proteobacteria>alphaproteobacteria	Asaia bogorensis NBRC 16594	pspA	228	GCA_001547995.1
AIB12941.1	PspA	PspA	PspA->PspB->PspC+PspB->	PspA->PspB->PspC+PspB->	bacteria>proteobacteria>alphaproteobacteria	Azospirillum brasilense	ABAZ39_13310	223	GCA_000632475.2
ALJ36276.1	PspA	PspA	PspA->PspB->PspC+PspB->	PspA->PspB->PspC+PspB->	bacteria>proteobacteria>alphaproteobacteria	Azospirillum brasilense	AMK58_13105	223	GCA_001315015.1
ANC90588.1	PspA	PspA	PspA->PspB->PspC+PspB->	PspA->PspB->PspC+PspB->	bacteria>proteobacteria>alphaproteobacteria	Azospirillum humicireducens	pspA	223	GCA_001639105.1
CBS85649.1	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||X(s)->PspA->PspB->PspC+PspB->	<-PspF-NtrC-AAA+FIS-HTH||?->?->PspA->PspB->PspC+PspB->	bacteria>proteobacteria>alphaproteobacteria	Azospirillum lipoferum 4B	pspA	223	GCA_000283655.1
BAI71031.1	PspA	PspA	PspA->PspB->PspC+PspB->	PspA->PspB->PspC+PspB->	bacteria>proteobacteria>alphaproteobacteria	Azospirillum sp B510	pspA	223	GCA_000010725.1
ALG70531.1	PspA	PspA	PspA->PspB->PspC+PspB->	PspA->PspB->PspC+PspB->	bacteria>proteobacteria>alphaproteobacteria	Azospirillum thiophilum	AL072_05965	223	GCA_001305595.1
AOF99673.1	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||X->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	<-PspF-NtrC-AAA+FIS-HTH||?->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Blastomonas sp RAC04	pspA	231	GCA_001713435.1
ALG62355.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->PspB->	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->PspB->	bacteria>proteobacteria>alphaproteobacteria	Citromicrobium sp JL477	WG74_11315	275	GCA_001304795.1
AKM11408.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Croceicoccus naphthovorans	AB433_00825	227	GCA_001028705.1
AKQ43414.2	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||TM->PspA->PspB->PspC+PspB->PspC->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	<-PspF-NtrC-AAA+FIS-HTH||TM->PspA->PspB->PspC+PspB->PspC->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Erythrobacter atlanticus	CP97_11730	284	GCA_001077815.2
APE26929.1	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||TM->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	<-PspF-NtrC-AAA+FIS-HTH||TM->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Erythrobacter gangjinensis	BMF35_a0100	271	GCA_001886695.1
AOL22920.1	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||X->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->PspB->	<-PspF-NtrC-AAA+FIS-HTH||?->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->PspB->	bacteria>proteobacteria>alphaproteobacteria	Erythrobacter litoralis	Ga0102493_111899	340	GCA_001719165.1
ABC62771.1	PspA	PspA	TM->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	TM->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Erythrobacter litoralis HTCC2594	ELI_03395	281	GCA_000013005.1
AQS91608.1	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||PspA->PspB->SIG+Toast_rack->SIG+Toast_rack->SIG+TM(s)->ABC-ATPase->	<-PspF-NtrC-AAA+FIS-HTH||PspA->PspB->SIG+Toast_rack->SIG+Toast_rack->SIG+TM+TM+TM+TM+TM->ABC-ATPase->	bacteria>proteobacteria>alphaproteobacteria	Gluconobacter albidus	A0U94_12190	227	GCA_002005485.1
ANQ40502.1	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||PspA->PspB->SIG+Toast_rack->SIG+Toast_rack->SIG+TM(s)->ABC-ATPase->	<-PspF-NtrC-AAA+FIS-HTH||PspA->PspB->SIG+Toast_rack->SIG+Toast_rack->SIG+TM+TM+TM+TM+TM->ABC-ATPase->	bacteria>proteobacteria>alphaproteobacteria	Gluconobacter oxydans	BAR24_02900	227	GCA_001680825.1
AAW60703.1	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||PspA->PspB->SIG+Toast_rack->SIG+Toast_rack->SIG+TM(s)->ABC-ATPase->	<-PspF-NtrC-AAA+FIS-HTH||PspA->PspB->SIG+Toast_rack->SIG+Toast_rack->SIG+TM+TM+TM+TM+TM->ABC-ATPase->	bacteria>proteobacteria>alphaproteobacteria	Gluconobacter oxydans 621H	GOX0931	227	GCA_000011685.1
AHK70918.1	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||PspA->SIG+Toast_rack->SIG+Toast_rack->SIG+TM(s)->ABC-ATPase->	<-PspF-NtrC-AAA+FIS-HTH||PspA->SIG+Toast_rack->SIG+Toast_rack->SIG+TM+TM+TM+TM+TM->ABC-ATPase->	bacteria>proteobacteria>alphaproteobacteria	Gluconobacter oxydans DSM 3504	pspA	227	GCA_000583855.1
AFW00818.1	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||PspA->PspB->SIG+Toast_rack->SIG+Toast_rack->SIG+TM(s)->ABC-ATPase->	<-PspF-NtrC-AAA+FIS-HTH||PspA->PspB->SIG+Toast_rack->SIG+Toast_rack->SIG+TM+TM+TM+TM+TM->ABC-ATPase->	bacteria>proteobacteria>alphaproteobacteria	Gluconobacter oxydans H24	B932_1234	227	GCA_000311765.1
ACT60596.1	PspA	PspA	PspA->PspB->PspC+PspB->X->SIG+PspB->X->SIG+PspB->	PspA->PspB->PspC+PspB->?->SIG+PspB->?->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Hirschia baltica ATCC 49814	Hbal_2927	222	GCA_000023785.1
ABI75917.1	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||X->PspA->PspB->PspC+PspB->	<-PspF-NtrC-AAA+FIS-HTH||?->PspA->PspB->PspC+PspB->	bacteria>proteobacteria>alphaproteobacteria	Hyphomonas neptunium ATCC 15444	pspA	226	GCA_000013025.1
AQS87688.1	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||PspA->PspB->SIG+Toast_rack->SIG+Toast_rack->SIG+TM(s)->ABC-ATPase->X->||<-DSBH	<-PspF-NtrC-AAA+FIS-HTH||PspA->PspB->SIG+Toast_rack->SIG+Toast_rack->SIG+TM+TM+TM+TM+TM->ABC-ATPase->?->||<-DSBH	bacteria>proteobacteria>alphaproteobacteria	Neoasaia chiangmaiensis	A0U93_06805	236	GCA_002005465.1
ABD25601.1	PspA	PspA	<-ABC-ATPase||X(s)<-PspF-NtrC-AAA+FIS-HTH||X->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	<-ABC-ATPase||?->||<-?<-PspF-NtrC-AAA+FIS-HTH||?->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Novosphingobium aromaticivorans DSM 12444	Saro_1156	274	GCA_000013325.1
AIT79426.1	PspA	PspA	PspA->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	PspA->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Novosphingobium pentaromativorans US61	JI59_06345	286	GCA_000767465.1
AOR78372.1	PspA	PspA	PspA->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	PspA->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Novosphingobium resinovorum	BES08_17645	276	GCA_001742225.1
CCA92040.1	PspA	PspA	PspA->PspC+PspB->SIG+PspB->SIG+PspB->	PspA->PspC+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Novosphingobium sp PP1Y	PP1Y_AT11156	286	GCA_000253255.1
ANK13980.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Porphyrobacter neustonensis	A9D12_01030	274	GCA_001663175.1
AOL95523.1	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||X->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	<-PspF-NtrC-AAA+FIS-HTH||?->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Porphyrobacter sp LM 6	BG023_112613	248	GCA_001720465.1
ACJ00999.1	PspA	PspA	PspA->PspC+TM->	PspA->PspC+TM->	bacteria>proteobacteria>alphaproteobacteria	Rhodospirillum centenum SW	pspA	221	GCA_000016185.1
ACI99896.1	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||X->PspA->PspB->PspC->PspC->PspB->	<-PspF-NtrC-AAA+FIS-HTH||?->PspA->PspB->PspC->PspC->PspB->	bacteria>proteobacteria>alphaproteobacteria	Rhodospirillum centenum SW	pspA	224	GCA_000016185.1
ABC22019.1	PspA	PspA	PspA->PspB->PspC->	PspA->PspB->PspC->	bacteria>proteobacteria>alphaproteobacteria	Rhodospirillum rubrum ATCC 11170	Rru_A1218	226	GCA_000013085.1
AEO47731.1	PspA	PspA	PspA->PspB->PspC->	PspA->PspB->PspC->	bacteria>proteobacteria>alphaproteobacteria	Rhodospirillum rubrum F11	F11_06305	226	GCA_000225955.1
ALR19601.1	PspA	PspA	LRP-HTH->||<-PspF-NtrC-AAA+FIS-HTH||TM->PspA->PspB->PspC+PspB->SIG+PspB->	LRP-HTH->||<-PspF-NtrC-AAA+FIS-HTH||TM->PspA->PspB->PspC+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingobium baderi	ATN00_04045	225	GCA_001456115.1
AEG49719.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingobium chlorophenolicum L1	Sphch_2042	222	GCA_000147835.3
APL95931.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingobium indicum B90A	SIDU_16235	222	GCA_000264945.2
BAI98246.1	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||X->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->	<-PspF-NtrC-AAA+FIS-HTH||?->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingobium japonicum UT26S	pspA	222	GCA_000091125.1
ANI77978.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingobium sp EP60837	EP837_01562	224	GCA_001658005.1
AMK19505.1	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||PspA->PspB->PspC+PspB->	<-PspF-NtrC-AAA+FIS-HTH||PspA->PspB->PspC+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingobium sp MI1205	K663_15635	224	GCA_001563285.1
AOF98299.1	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||X->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	<-PspF-NtrC-AAA+FIS-HTH||?->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingobium sp RAC03	pspA	222	GCA_001713415.1
AMK24977.1	PspA	PspA	TM->X(s)||PspA->PspB->PspC+PspB->SIG+PspB->	TM->?->||<-?<-?||PspA->PspB->PspC+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingobium sp TKS	K426_20240	222	GCA_001563265.1
AJR22955.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingobium sp YBL2	TZ53_03420	222	GCA_000943805.1
AJP71962.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingomonas hengshuiensis	TS85_09445	222	GCA_000935025.1
APR53658.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingomonas koreensis	BRX40_15610	222	GCA_001922385.1
AOW25123.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingomonas melonis TY	BJP26_17505	221	GCA_001761345.1
AOH85474.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->X->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->?->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingomonas panacis	AWL63_17560	222	GCA_001717955.1
AHE54336.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingomonas sanxanigenens DSM 19645 NX02	NX02_13190	222	GCA_000512205.2
APX66685.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingomonas sp LK11	AV944_13580	222	GCA_001971605.1
AQR72589.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingomonas sp LM7	BXU08_01930	222	GCA_002002925.1
AGH48358.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingomonas sp MM1	G432_03155	229	GCA_000347675.2
AIT06079.1	PspA	PspA	RADICAL-SAM+TRAM->X(s)->||<-SIG+TCAD2<-PspF-NtrC-AAA+FIS-HTH||TM->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	RADICAL-SAM+TRAM->?->?->||<-SIG+TCAD2<-PspF-NtrC-AAA+FIS-HTH||TM->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingomonas taxi	MC45_06360	221	GCA_000764535.1
ABQ69289.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingomonas wittichii RW1	Swit_2937	223	GCA_000016765.1
ABF51931.1	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||X->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	<-PspF-NtrC-AAA+FIS-HTH||?->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingopyxis alaskensis RB2256	Sala_0207	220	GCA_000013985.1
AJA10537.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingopyxis fribergensis	SKP52_18335	220	GCA_000803645.1
AMG75929.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingopyxis granuli	pspA	220	GCA_001559015.1
ALH81912.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingopyxis macrogoltabida	AN936_16570	220	GCA_001307295.1
ALJ14974.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingopyxis macrogoltabida	LH19_19050	220	GCA_001314325.1
AMU91223.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingopyxis macrogoltabida	ATM17_19605	220	GCA_001610995.1
ALC13609.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingopyxis sp 113P3	LH20_16745	220	GCA_001278035.1
APG62667.1	PspA	PspA	<-TM(s)<-SIG+TCAD2<-PspF-NtrC-AAA+FIS-HTH||TM->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	<-TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM<-SIG+TCAD2<-PspF-NtrC-AAA+FIS-HTH||TM->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingopyxis sp LPB0140	LPB140_07550	224	GCA_001889025.1
APZ99374.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingopyxis sp QXT31	BWQ93_13435	220	GCA_001984035.1
AMU93577.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingopyxis terrae subsp terrae NBRC 15098	AOA14_03020	220	GCA_001610975.1
AMO71698.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingorhabdus sp M41	AZE99_07420	224	GCA_001586275.1
AJD53803.1	PspA	PspA	PspA->PspB->PspC->	PspA->PspB->PspC->	bacteria>proteobacteria>alphaproteobacteria	Thalassospira xiamenensis M5 DSM 17429	TH3_18505	221	GCA_000300235.2
AEH62106.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Zymomonas mobilis subsp mobilis ATCC 10988	Zmob_0254	222	GCA_000175255.2
ACV74803.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Zymomonas mobilis subsp mobilis NCIMB 11163	Za10_0251	222	GCA_000024245.1
AHJ69897.1	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||X->PspA->PspB->PspC+PspB->SIG+PspB->	<-PspF-NtrC-AAA+FIS-HTH||?->PspA->PspB->PspC+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Zymomonas mobilis subsp mobilis NRRL B12526	pspA	222	GCA_000576125.1
AHB09592.1	PspA	PspA	PspA->PspB->PspC+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Zymomonas mobilis subsp mobilis str CP4 NRRL B14023	ZCP4_0263	222	GCA_000498655.1
AHJ71752.1	PspA	PspA	<-PspF-NtrC-AAA+FIS-HTH||X->PspA->PspB->PspC+PspB->SIG+PspB->	<-PspF-NtrC-AAA+FIS-HTH||?->PspA->PspB->PspC+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Zymomonas mobilis subsp mobilis str CP4 NRRL B14023	pspA	222	GCA_000576165.1
ABI87492.1	PspA	PspA	PspA->	PspA->	bacteria>proteobacteria>betaproteobacteria	Burkholderia ambifaria AMMD	Bamb_1936	226	GCA_000203915.1
AJY22233.1	PspA	PspA	PspA->	PspA->	bacteria>proteobacteria>betaproteobacteria	Burkholderia ambifaria AMMD	CH72_2877	226	GCA_000959545.1
ACB64345.1	PspA	PspA	PspA->	PspA->	bacteria>proteobacteria>betaproteobacteria	Burkholderia ambifaria MC406	BamMC406_1863	226	GCA_000019925.1
AIO33532.1	PspA	PspA	PspA->	PspA->	bacteria>proteobacteria>betaproteobacteria	Burkholderia cenocepacia	DM39_1921	226	GCA_000755725.1
