AccNum	GenContext	SIG.TM.PFAM	SIG.TM.LADB	PFAM	Length	GenName	Species	Lineage	Annotation	GI	Lineage.final	Lineage.final.old	Domain	DomArch.norep	GenContext.norep	DA.doms	GC.DA
AFI90668.1	<-PspF:Sigma54+HTH<-?<-TMs+IIGP1-DUF697<-DUF463-ATPase<-PspC+PspB-new<-PspB<-PspA*	PspA_IM30	-	PspA_IM30	221	W5S_2580	Pectobacterium sp SCC3193	bacteria>proteobacteria>gammaproteobacteria	Phage shock protein A [Pectobacterium sp. SCC3193]	385872148	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-PspF:Sigma54+HTH<-?<-TMs+IIGP1-DUF697<-DUF463-ATPase<-PspC+PspB<-PspB<-PspA*	PspA_IM30	 PspF:Sigma54+HTH ? TMs+IIGP1-DUF697 DUF463-ATPase PspC+PspB PspB PspA*
AFR03840.1	<-PspC+PspB-new<-PspB<-PspA*	PspA_IM30	-	PspA_IM30	221	PCC21_024370	Pectobacterium carotovorum subsp carotovorum PCC21	bacteria>proteobacteria>gammaproteobacteria	phage shock protein A, PspA [Pectobacterium carotovorum subsp. carotovorum PCC21]	402806202	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-PspC+PspB<-PspB<-PspA*	PspA_IM30	 PspC+PspB PspB PspA*
AGE18405.1	<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB-new<-PspB<-PspA*||PspF:Sigma54+HTH->	PspA_IM30	-	PspA_IM30	221	pspA	Serratia marcescens WW4	bacteria>proteobacteria>gammaproteobacteria	regulatory protein for phage-shock-protein operon [Serratia marcescens WW4]	445212735	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->	PspA_IM30	 TMs+IIGP1-DUF697 DUF463-ATPase SIG+PspD PspC+PspB PspB PspA* PspF:Sigma54+HTH 
AGG03625.1	<-DUF4178<-SIG+TMs-DUF350<-PspA*	PspA_IM30	-	PspA_IM30	221	H175_ch4915	Bacillus thuringiensis serovar thuringiensis str IS5056	bacteria>firmicutes	Phage shock protein A [Bacillus thuringiensis serovar thuringiensis str. IS5056]	452106685	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspA_IM30	<-DUF4178<-SIG+TMs-DUF350<-PspA*	PspA_IM30	 DUF4178 SIG+TMs-DUF350 PspA*
AGH73829.1	2Rhodanese-><-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB-new<-PspB<-PspA*	PspA_IM30	-	PspA_IM30	221	ETAC_08540	Edwardsiella piscicida C07087	bacteria>proteobacteria>gammaproteobacteria	phage shock protein PspA [Edwardsiella piscicida C07-087]	469763411	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	2Rhodanese-><-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB<-PspB<-PspA*	PspA_IM30	2Rhodanese TMs+IIGP1-DUF697 DUF463-ATPase SIG+PspD PspC+PspB PspB PspA*
AGJ86311.1	<-SIG+PspD<-PspC+PspB-new<-PspB<-PspA*||PspF:Sigma54+HTH-><-SIG+TMs-MFS:EmrB||?-><-?||?-><-HTH-XRE	PspA_IM30	-	PspA_IM30	221	RORB6_08110	Raoultella ornithinolytica B6	bacteria>proteobacteria>gammaproteobacteria	phage shock protein PspA [Raoultella ornithinolytica B6]	480476293	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH-><-SIG+TMs-MFS:EmrB||?-><-?||?-><-HTH-XRE	PspA_IM30	 SIG+PspD PspC+PspB PspB PspA* PspF:Sigma54+HTH SIG+TMs-MFS:EmrB ? ? ? HTH-XRE
AGP44686.1	<-SIG+PspD<-PspC+PspB-new<-PspB<-PspA*||PspF:Sigma54+HTH->	PspA_IM30	-	PspA_IM30	221	M621_13520	Serratia plymuthica S13	bacteria>proteobacteria>gammaproteobacteria	phage-shock protein [Serratia plymuthica S13]	521011684	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->	PspA_IM30	 SIG+PspD PspC+PspB PspB PspA* PspF:Sigma54+HTH 
AGQ31363.1	<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB-new<-PspB<-PspA*||PspF:Sigma54+HTH->	PspA_IM30	-	PspA_IM30	221	M495_13090	Serratia liquefaciens ATCC 27592	bacteria>proteobacteria>gammaproteobacteria	phage-shock protein [Serratia liquefaciens ATCC 27592]	523442452	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->	PspA_IM30	 TMs+IIGP1-DUF697 DUF463-ATPase SIG+PspD PspC+PspB PspB PspA* PspF:Sigma54+HTH 
AHA08047.1	<-DUF4178<-SIG+TMs-DUF350<-PspA*	PspA_IM30	-	PspA_IM30	221	Btoyo_2045	Bacillus toyonensis BCT7112	bacteria>firmicutes	Phage shock protein A [Bacillus toyonensis BCT-7112]	557474225	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspA_IM30	<-DUF4178<-SIG+TMs-DUF350<-PspA*	PspA_IM30	 DUF4178 SIG+TMs-DUF350 PspA*
AHG18223.1	<-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB-new->DUF463-ATPase->TMs+IIGP1-DUF697->	PspA_IM30	-	PspA_IM30	221	Z042_00085	Chania multitudinisentens RB25	bacteria>proteobacteria>gammaproteobacteria	phage shock protein [Chania multitudinisentens RB-25]	573926926	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->DUF463-ATPase->TMs+IIGP1-DUF697->	PspA_IM30	 PspF:Sigma54+HTH PspA* PspB PspC+PspB DUF463-ATPase TMs+IIGP1-DUF697 
AHK21366.1	<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB-new<-PspB<-PspA*	PspA_IM30	-	PspA_IM30	221	BF17_20415	Yersinia similis	bacteria>proteobacteria>gammaproteobacteria	phage shock protein [Yersinia similis]	588288630	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB<-PspB<-PspA*	PspA_IM30	 TMs+IIGP1-DUF697 DUF463-ATPase SIG+PspD PspC+PspB PspB PspA*
AHM74108.1	<-TMs+IIGP1-DUF697<-?<-DUF463-ATPase<-SIG+PspD<-PspC+PspB-new<-PspB<-PspA*	PspA_IM30	-	PspA_IM30	221	pspA	Yersinia enterocolitica LC20	bacteria>proteobacteria>gammaproteobacteria	Phage shock protein A [Yersinia enterocolitica LC20]	595641853	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-TMs+IIGP1-DUF697<-?<-DUF463-ATPase<-SIG+PspD<-PspC+PspB<-PspB<-PspA*	PspA_IM30	 TMs+IIGP1-DUF697 ? DUF463-ATPase SIG+PspD PspC+PspB PspB PspA*
AHX20803.1	<-DUF4178<-SIG+TMs-DUF350<-PspA*	PspA_IM30	-	PspA_IM30	221	CY96_23200	Bacillus bombysepticus str Wang	bacteria>firmicutes	phage-shock protein [Bacillus bombysepticus str. Wang]	612492135	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspA_IM30	<-DUF4178<-SIG+TMs-DUF350<-PspA*	PspA_IM30	 DUF4178 SIG+TMs-DUF350 PspA*
AIA48548.1	<-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB-new->SIG+PspD->DUF463-ATPase->TMs+IIGP1-DUF697->	PspA_IM30	-	PspA_IM30	221	L085_15645	Serratia sp FS14	bacteria>proteobacteria>gammaproteobacteria	phage shock protein PspA [Serratia sp. FS14]	640859450	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->SIG+PspD->DUF463-ATPase->TMs+IIGP1-DUF697->	PspA_IM30	 PspF:Sigma54+HTH PspA* PspB PspC+PspB SIG+PspD DUF463-ATPase TMs+IIGP1-DUF697 
AIA70819.1	PspA*->PspB->PspC+PspB-new->DUF463-ATPase->TMs+IIGP1-DUF697->?->PspF:Sigma54+HTH->	PspA_IM30	-	PspA_IM30	221	EV46_09535	Pectobacterium atrosepticum	bacteria>proteobacteria>gammaproteobacteria	phage shock protein [Pectobacterium atrosepticum]	641745348	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	PspA*->PspB->PspC+PspB->DUF463-ATPase->TMs+IIGP1-DUF697->?->PspF:Sigma54+HTH->	PspA_IM30	PspA* PspB PspC+PspB DUF463-ATPase TMs+IIGP1-DUF697 ? PspF:Sigma54+HTH 
AIE60158.1	<-DUF4178<-SIG+TMs-DUF350<-PspA*||?-><-ABC-ATPase<-?<-?<-?<-?<-ABC-ATPase<-OppC+BPD	PspA_IM30	-	PspA_IM30	221	BMMGA3_08790	Bacillus methanolicus MGA3	bacteria>firmicutes	phage shock protein A (IM30), suppresses sigma54-dependent transcription [Bacillus methanolicus MGA3]	662718948	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspA_IM30	<-DUF4178<-SIG+TMs-DUF350<-PspA*||?-><-ABC-ATPase<-?<-?<-?<-?<-ABC-ATPase<-OppC+BPD	PspA_IM30	 DUF4178 SIG+TMs-DUF350 PspA* ? ABC-ATPase ? ? ? ? ABC-ATPase OppC+BPD
AIG28354.1	PspA*->SIG+TMs-DUF350->DUF4178->	PspA_IM30	-	PspA_IM30	221	pspA	Brevibacillus laterosporus LMG 15441	bacteria>firmicutes	phage shock protein A [Brevibacillus laterosporus LMG 15441]	666898677	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspA_IM30	PspA*->SIG+TMs-DUF350->DUF4178->	PspA_IM30	PspA* SIG+TMs-DUF350 DUF4178 
AIJ10320.1	2Rhodanese-><-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB-new<-PspB<-PspA*	PspA_IM30	-	PspA_IM30	221	ETEE_3911	Edwardsiella anguillarum ET080813	bacteria>proteobacteria>gammaproteobacteria	Phage shock protein A [Edwardsiella anguillarum ET080813]	672365123	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	2Rhodanese-><-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB<-PspB<-PspA*	PspA_IM30	2Rhodanese TMs+IIGP1-DUF697 DUF463-ATPase SIG+PspD PspC+PspB PspB PspA*
AIK14409.1	<-PspF:Sigma54+HTH<-?<-TMs+IIGP1-DUF697<-DUF463-ATPase<-PspC+PspB-new<-PspB<-PspA*	PspA_IM30	-	PspA_IM30	221	pspA	Pectobacterium atrosepticum	bacteria>proteobacteria>gammaproteobacteria	phage shock protein A [Pectobacterium atrosepticum]	672933574	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-PspF:Sigma54+HTH<-?<-TMs+IIGP1-DUF697<-DUF463-ATPase<-PspC+PspB<-PspB<-PspA*	PspA_IM30	 PspF:Sigma54+HTH ? TMs+IIGP1-DUF697 DUF463-ATPase PspC+PspB PspB PspA*
AIK36440.1	<-PspA*	PspA_IM30	-	PspA_IM30	221	DJ92_1904	Bacillus mycoides	bacteria>firmicutes	pspA/IM30 family protein [Bacillus mycoides]	673973450	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspA_IM30	<-PspA*	PspA_IM30	 PspA*
AIM22065.1	<-SIG+PspD<-PspC+PspB-new<-PspB<-PspA*||PspF:Sigma54+HTH-><-ADH_short	PspA_IM30	-	PspA_IM30	221	SERRSCBI_12325	Serratia sp SCBI	bacteria>proteobacteria>gammaproteobacteria	phage shock protein PspA [Serratia sp. SCBI]	676309609	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH-><-ADH_short	PspA_IM30	 SIG+PspD PspC+PspB PspB PspA* PspF:Sigma54+HTH ADH_short
AIM29526.1	PspA*->SIG+TMs-DUF350->DUF4178->	PspA_IM30	-	PspA_IM30	221	pspA	Bacillus thuringiensis serovar kurstaki str YBT1520	bacteria>firmicutes	phage shock protein A [Bacillus thuringiensis serovar kurstaki str. YBT-1520]	676318687	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspA_IM30	PspA*->SIG+TMs-DUF350->DUF4178->	PspA_IM30	PspA* SIG+TMs-DUF350 DUF4178 
AIN16412.1	PspA*->PspB->PspC+PspB-new->SIG+PspD->DUF463-ATPase->TMs+IIGP1-DUF697->	PspA_IM30	-	PspA_IM30	221	pspA	Yersinia pseudotuberculosis	bacteria>proteobacteria>gammaproteobacteria	phage shock protein A [Yersinia pseudotuberculosis]	682104535	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	PspA*->PspB->PspC+PspB->SIG+PspD->DUF463-ATPase->TMs+IIGP1-DUF697->	PspA_IM30	PspA* PspB PspC+PspB SIG+PspD DUF463-ATPase TMs+IIGP1-DUF697 
AIR71742.1	PspA*->PspB->PspC+PspB-new->DUF463-ATPase->TMs+IIGP1-DUF697->	PspA_IM30	-	PspA_IM30	221	LH89_21935	Cedecea neteri	bacteria>proteobacteria>gammaproteobacteria	phage shock protein [Cedecea neteri]	690289124	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	PspA*->PspB->PspC+PspB->DUF463-ATPase->TMs+IIGP1-DUF697->	PspA_IM30	PspA* PspB PspC+PspB DUF463-ATPase TMs+IIGP1-DUF697 
AIR86154.1	<-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB-new->SIG+PspD->DUF463-ATPase->TMs+IIGP1-DUF697->	PspA_IM30	-	PspA_IM30	221	LH22_12045	Pantoea rwandensis	bacteria>proteobacteria>gammaproteobacteria	phage shock protein [Pantoea rwandensis]	691222869	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->SIG+PspD->DUF463-ATPase->TMs+IIGP1-DUF697->	PspA_IM30	 PspF:Sigma54+HTH PspA* PspB PspC+PspB SIG+PspD DUF463-ATPase TMs+IIGP1-DUF697 
AIT06079.1	<-PspF:Sigma54+HTH||?->PspA*->PspB->PspC+PspB-new->PspB-new->PspB-new->PspB-new->	PspA_IM30	-	PspA_IM30	221	MC45_06360	Sphingomonas taxi	bacteria>proteobacteria>alphaproteobacteria	phage shock protein [Sphingomonas taxi]	695169989	bacteria>proteobacteria>alphaproteobacteria	bacteria>proteobacteria>alphaproteobacteria	bacteria	PspA_IM30	<-PspF:Sigma54+HTH||?->PspA*->PspB->PspC+PspB->PspB->PspB->PspB->	PspA_IM30	 PspF:Sigma54+HTH ? PspA* PspB PspC+PspB PspB PspB PspB 
AIU72735.1	PspA*->PspB->PspC+PspB-new->SIG+PspD->DUF463-ATPase->TMs+IIGP1-DUF697-><-2Rhodanese	PspA_IM30	-	PspA_IM30	221	AT03_10320	Hafnia alvei FB1	bacteria>proteobacteria>gammaproteobacteria	phage shock protein [Hafnia alvei FB1]	700336241	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	PspA*->PspB->PspC+PspB->SIG+PspD->DUF463-ATPase->TMs+IIGP1-DUF697-><-2Rhodanese	PspA_IM30	PspA* PspB PspC+PspB SIG+PspD DUF463-ATPase TMs+IIGP1-DUF697 2Rhodanese
AIU88721.1	<-PspC+PspB-new<-PspB<-PspA*	PspA_IM30	-	PspA_IM30	221	BCS7_11770	Pectobacterium carotovorum subsp odoriferum	bacteria>proteobacteria>gammaproteobacteria	phage shock protein [Pectobacterium carotovorum subsp. odoriferum]	700313601	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-PspC+PspB<-PspB<-PspA*	PspA_IM30	 PspC+PspB PspB PspA*
AIW82756.1	PspA*->	PspA_IM30	-	PspA_IM30	221	pspA	Bacillus weihenstephanensis	bacteria>firmicutes	phage shock protein A, pspA [Bacillus weihenstephanensis]	719642342	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspA_IM30	PspA*->	PspA_IM30	PspA* 
AIX51230.1	<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB-new<-PspB<-PspA*||PspF:Sigma54+HTH->	PspA_IM30	-	PspA_IM30	221	PSNIH1_13850	Pantoea sp PSNIH1	bacteria>proteobacteria>gammaproteobacteria	phage shock protein [Pantoea sp. PSNIH1]	723257209	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->	PspA_IM30	 TMs+IIGP1-DUF697 DUF463-ATPase SIG+PspD PspC+PspB PspB PspA* PspF:Sigma54+HTH 
AIX73690.1	<-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB-new->SIG+PspD->DUF463-ATPase->TMs+IIGP1-DUF697->	PspA_IM30	-	PspA_IM30	221	PSNIH2_07765	Pantoea sp PSNIH2	bacteria>proteobacteria>gammaproteobacteria	phage shock protein [Pantoea sp. PSNIH2]	723241054	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->SIG+PspD->DUF463-ATPase->TMs+IIGP1-DUF697->	PspA_IM30	 PspF:Sigma54+HTH PspA* PspB PspC+PspB SIG+PspD DUF463-ATPase TMs+IIGP1-DUF697 
AIY65924.1	<-TMs+IIGP1-DUF697<-DUF463-ATPase<-PspC+PspB-new<-PspB<-PspA*||PspF:Sigma54+HTH->SIG+SBP->SIG+BPD->OppC+BPD->ABC-ATPase->ABC-ATPase->	PspA_IM30	-	PspA_IM30	221	OM33_12885	Pseudoalteromonas sp OCN003	bacteria>proteobacteria>gammaproteobacteria	phage-shock protein [Pseudoalteromonas sp. OCN003]	728052735	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-TMs+IIGP1-DUF697<-DUF463-ATPase<-PspC+PspB<-PspB<-PspA*||PspF:Sigma54+HTH->SIG+SBP->SIG+BPD->OppC+BPD->ABC-ATPase->ABC-ATPase->	PspA_IM30	 TMs+IIGP1-DUF697 DUF463-ATPase PspC+PspB PspB PspA* PspF:Sigma54+HTH SIG+SBP SIG+BPD OppC+BPD ABC-ATPase ABC-ATPase 
AJC66656.1	<-PspC+PspB-new<-PspB<-PspA*	PspA_IM30	-	PspA_IM30	221	W909_11460	Dickeya zeae EC1	bacteria>proteobacteria>gammaproteobacteria	phage-shock protein [Dickeya zeae EC1]	744786399	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-PspC+PspB<-PspB<-PspA*	PspA_IM30	 PspC+PspB PspB PspA*
AJD53803.1	<-PspC<-PspB<-PspA*||PspF:Sigma54+HTH->	PspA_IM30	-	PspA_IM30	221	TH3_18505	Thalassospira xiamenensis M5 DSM 17429	bacteria>proteobacteria>alphaproteobacteria	phage shock protein A, PspA [Thalassospira xiamenensis M-5 = DSM 17429]	745811107	bacteria>proteobacteria>alphaproteobacteria	bacteria>proteobacteria>alphaproteobacteria	bacteria	PspA_IM30	<-PspC<-PspB<-PspA*||PspF:Sigma54+HTH->	PspA_IM30	 PspC PspB PspA* PspF:Sigma54+HTH 
AJD90496.1	<-TMs+Methylase:SpeE<-SIG+TMs-DUF350<-?<-PspA*<-DUF4178	PspA_IM30	-	PspA_IM30	221	JMA_11790	Jeotgalibacillus malaysiensis	bacteria>firmicutes	phage-shock protein [Jeotgalibacillus malaysiensis]	747142235	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspA_IM30	<-TMs+Methylase:SpeE<-SIG+TMs-DUF350<-?<-PspA*<-DUF4178	PspA_IM30	 TMs+Methylase:SpeE SIG+TMs-DUF350 ? PspA* DUF4178
AJF75273.1	HTH-XRE-><-?||?->SIG+TMs-MFS:EmrB-><-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB-new->SIG+PspD->DUF463-ATPase->TMs+IIGP1-DUF697->PspF:Sigma54+HTH->	PspA_IM30	-	PspA_IM30	221	TE10_12715	Raoultella ornithinolytica	bacteria>proteobacteria>gammaproteobacteria	phage shock protein [Raoultella ornithinolytica]	751399187	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	HTH-XRE-><-?||?->SIG+TMs-MFS:EmrB-><-PspF:Sigma54+HTH||PspA*->PspB->PspC+PspB->SIG+PspD->DUF463-ATPase->TMs+IIGP1-DUF697->PspF:Sigma54+HTH->	PspA_IM30	HTH-XRE ? ? SIG+TMs-MFS:EmrB PspF:Sigma54+HTH PspA* PspB PspC+PspB SIG+PspD DUF463-ATPase TMs+IIGP1-DUF697 PspF:Sigma54+HTH 
AJH19887.1	PspA*->SIG+TMs-DUF350->DUF4178->	PspA_IM30	-	PspA_IM30	221	BG05_1226	Bacillus mycoides	bacteria>firmicutes	pspA/IM30 family protein [Bacillus mycoides]	753372601	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspA_IM30	PspA*->SIG+TMs-DUF350->DUF4178->	PspA_IM30	PspA* SIG+TMs-DUF350 DUF4178 
AJH39246.1	<-DUF4178<-SIG+TMs-DUF350<-PspA*	PspA_IM30	-	PspA_IM30	221	BF90_2772	Bacillus anthracis	bacteria>firmicutes	pspA/IM30 family protein [Bacillus anthracis]	753433865	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspA_IM30	<-DUF4178<-SIG+TMs-DUF350<-PspA*	PspA_IM30	 DUF4178 SIG+TMs-DUF350 PspA*
AJH55474.1	PspA*->SIG+TMs-DUF350->DUF4178->	PspA_IM30	-	PspA_IM30	221	BF89_3192	Bacillus anthracis	bacteria>firmicutes	pspA/IM30 family protein [Bacillus anthracis]	753491552	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspA_IM30	PspA*->SIG+TMs-DUF350->DUF4178->	PspA_IM30	PspA* SIG+TMs-DUF350 DUF4178 
AJI13768.1	<-DUF4178<-SIG+TMs-DUF350<-PspA*	PspA_IM30	-	PspA_IM30	221	AK40_3427	Bacillus cereus 03BB108	bacteria>firmicutes	pspA/IM30 family protein [Bacillus cereus 03BB108]	753671152	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspA_IM30	<-DUF4178<-SIG+TMs-DUF350<-PspA*	PspA_IM30	 DUF4178 SIG+TMs-DUF350 PspA*
AJI27664.1	PspA*->SIG+TMs-DUF350->DUF4178->	PspA_IM30	-	PspA_IM30	221	BF28_851	Bacillus cereus E33L	bacteria>firmicutes	pspA/IM30 family protein [Bacillus cereus E33L]	753731900	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspA_IM30	PspA*->SIG+TMs-DUF350->DUF4178->	PspA_IM30	PspA* SIG+TMs-DUF350 DUF4178 
AJI85656.1	<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB-new<-PspB<-PspA*	PspA_IM30	-	PspA_IM30	221	pspA	Yersinia frederiksenii Y225	bacteria>proteobacteria>gammaproteobacteria	phage shock protein A [Yersinia frederiksenii Y225]	755288202	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB<-PspB<-PspA*	PspA_IM30	 TMs+IIGP1-DUF697 DUF463-ATPase SIG+PspD PspC+PspB PspB PspA*
AJI89640.1	<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB-new<-PspB<-PspA*	PspA_IM30	-	PspA_IM30	221	pspA	Yersinia pestis	bacteria>proteobacteria>gammaproteobacteria	phage shock protein A [Yersinia pestis]	755292456	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB<-PspB<-PspA*	PspA_IM30	 TMs+IIGP1-DUF697 DUF463-ATPase SIG+PspD PspC+PspB PspB PspA*
AJI94427.1	<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB-new<-PspB<-PspA*	PspA_IM30	-	PspA_IM30	221	pspA	Yersinia ruckeri	bacteria>proteobacteria>gammaproteobacteria	phage shock protein A [Yersinia ruckeri]	755306945	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB<-PspB<-PspA*	PspA_IM30	 TMs+IIGP1-DUF697 DUF463-ATPase SIG+PspD PspC+PspB PspB PspA*
AJJ11453.1	<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB-new<-PspB<-PspA*	PspA_IM30	-	PspA_IM30	221	pspA	Yersinia rohdei	bacteria>proteobacteria>gammaproteobacteria	phage shock protein A [Yersinia rohdei]	755394215	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB<-PspB<-PspA*	PspA_IM30	 TMs+IIGP1-DUF697 DUF463-ATPase SIG+PspD PspC+PspB PspB PspA*
AJJ20693.1	<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB-new<-PspB<-PspA*	PspA_IM30	-	PspA_IM30	221	pspA	Yersinia intermedia	bacteria>proteobacteria>gammaproteobacteria	phage shock protein A [Yersinia intermedia]	755403531	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-TMs+IIGP1-DUF697<-DUF463-ATPase<-SIG+PspD<-PspC+PspB<-PspB<-PspA*	PspA_IM30	 TMs+IIGP1-DUF697 DUF463-ATPase SIG+PspD PspC+PspB PspB PspA*
