AccNum	ClustName	GenContext.orig	DomArch.Pfam	DomArch.orig	Length	GeneName	Lineage	Species.orig	GCA_ID
XP_005541083.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1832	CDC42BPA	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_005541082.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1845	CDC42BPA	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015309717.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+TPR_MLP1_2+KELK+APG6+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+EP1+C1+PH	1685	CDC42BPB	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015309716.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+TPR_MLP1_2+KELK+APG6+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+EP1+C1+PH	1702	CDC42BPB	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015309715.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	SIG+Pkinase+Pkinase_C+TPR_MLP1_2+KELK+APG6+DMPK_coil+C1_1+CNH	SIG+CR-Kinase+EP1+EP1+C1+PH	1711	CDC42BPB	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_005562319.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+TPR_MLP1_2+KELK+APG6+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+EP1+C1+PH	1711	CDC42BPB	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015309714.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+TPR_MLP1_2+KELK+APG6+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+EP1+C1+PH	1728	CDC42BPB	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_005577416.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	SIG+Pkinase+Pkinase_C+CEP63+DMPK_coil+C1_1+PH+CNH	SIG+CR-Kinase+EP1+EP1+C1+PH	1552	CDC42BPG	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_017175635.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+APG6+KELK+APG6+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1595	Cdc42bpa	eukaryota>metazoa>chordata>vertebrata	Mus musculus	-
XP_017175631.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Mnd1+KELK+APG6+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1631	Cdc42bpa	eukaryota>metazoa>chordata>vertebrata	Mus musculus	-
XP_017175623.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Mnd1+KELK+APG6+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1644	Cdc42bpa	eukaryota>metazoa>chordata>vertebrata	Mus musculus	-
XP_017175621.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Mnd1+KELK+APG6+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1663	Cdc42bpa	eukaryota>metazoa>chordata>vertebrata	Mus musculus	-
XP_006496875.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Mnd1+KELK+APG6+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1699	Cdc42bpa	eukaryota>metazoa>chordata>vertebrata	Mus musculus	-
XP_006496873.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Mnd1+KELK+APG6+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1719	Cdc42bpa	eukaryota>metazoa>chordata>vertebrata	Mus musculus	-
XP_017175616.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Mnd1+KELK+APG6+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1735	Cdc42bpa	eukaryota>metazoa>chordata>vertebrata	Mus musculus	-
XP_006496871.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Mnd1+KELK+APG6+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1748	Cdc42bpa	eukaryota>metazoa>chordata>vertebrata	Mus musculus	-
XP_006496868.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Mnd1+KELK+APG6+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1781	Cdc42bpa	eukaryota>metazoa>chordata>vertebrata	Mus musculus	-
XP_006496864.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Mnd1+KELK+APG6+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1810	Cdc42bpa	eukaryota>metazoa>chordata>vertebrata	Mus musculus	-
XP_017175637.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Mnd1+KELK+APG6+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1559	Cdc42bpa	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
XP_017175619.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Mnd1+KELK+APG6+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1706	Cdc42bpa	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
XP_011237105.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Mnd1+KELK+APG6+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1706	Cdc42bpa	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
NP_001028457.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Mnd1+KELK+APG6+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1732	Cdc42bpa	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
XP_011237104.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Mnd1+KELK+APG6+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1741	Cdc42bpa	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
XP_006496870.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Mnd1+KELK+APG6+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1761	Cdc42bpa	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
XP_006496869.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Mnd1+KELK+APG6+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1771	Cdc42bpa	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
XP_006496867.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Mnd1+KELK+APG6+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1784	Cdc42bpa	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
XP_006496866.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Mnd1+KELK+APG6+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1794	Cdc42bpa	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
XP_006496865.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Mnd1+KELK+APG6+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1797	Cdc42bpa	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
XP_017175608.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Mnd1+KELK+APG6+GAS+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1810	Cdc42bpa	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
NP_898837.2	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+IncA+KELK+APG6+DMPK_coil+C1_1+CNH+PBD	CR-Kinase+EP1+EP1+C1+PH	1713	Cdc42bpb	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
XP_006515826.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+IncA+KELK+APG6+DMPK_coil+C1_1+CNH+PBD	CR-Kinase+EP1+EP1+C1+PH	1730	Cdc42bpb	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
XP_012353343.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	SIG+Pkinase+Pkinase_C+TPR_MLP1_2+KELK+Apolipoprotein+DMPK_coil+C1_1+CNH	SIG+CR-Kinase+EP1+EP1+C1+PH	1678	CDC42BPB	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	-
XP_004088083.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1699	CDC42BPA	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	GCF_006542625.1
XP_003275155.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1719	CDC42BPA	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	GCF_006542625.1
XP_012362037.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+TMF_DNA_bd+KELK+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1816	CDC42BPA	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	GCF_006542625.1
XP_018087808.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+KELK+CEP63+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1506	LOC108699771	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_018087806.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+KELK+CEP63+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1522	LOC108699771	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_018087805.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+KELK+CEP63+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1523	LOC108699771	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_018120421.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Mnd1+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+C1+PH	1713	LOC108717683	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_018120420.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1753	LOC108717683	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_018120419.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1766	LOC108717683	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
NP_001165426.2	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	SIG+Pkinase+Pkinase_C+KELK+CEP63+DMPK_coil+DUF4679+C1_1+CNH	SIG+CR-Kinase+EP1+C1+PH	1666	cdc42bpb.L	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_018084266.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	SIG+Pkinase+Pkinase_C+KELK+HMMR_N+DMPK_coil+DUF4679+C1_1+CNH	SIG+CR-Kinase+EP1+EP1+C1+PH	1714	cdc42bpb.L	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_018084265.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	SIG+Pkinase+Pkinase_C+KELK+HMMR_N+DMPK_coil+DUF4679+C1_1+CNH	SIG+CR-Kinase+EP1+PspA+C1+PH	1731	cdc42bpb.L	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_017207246.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+C1+PH	1757	cdc42bpaa	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
XP_009292898.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	SIG+Pkinase+Pkinase_C+KELK+Spc7+DMPK_coil+C1_1+PH+CNH	SIG+CR-Kinase+Snf7+EP1+C1+PH	1689	cdc42bpb	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
XP_009293043.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Tropomyosin_1+KELK+Mnd1+DMPK_coil+C1_1+PH+CNH	CR-Kinase+EP1+PspA+C1+PH	1780	si:ch211-89p3.3	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
XP_005160807.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Tropomyosin_1+KELK+Mnd1+DMPK_coil+C1_1+PH+CNH	CR-Kinase+EP1+PspA+C1+PH	1788	si:ch211-89p3.3	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
NP_001038559.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Tropomyosin_1+KELK+Mnd1+DMPK_coil+C1_1+PH+CNH	CR-Kinase+EP1+PspA+C1+PH	1716	cdc42bpab	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
NP_001038590.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	SIG+Pkinase+Pkinase_C+KELK+Spc7+DMPK_coil+C1_1+PH+CNH	SIG+CR-Kinase+PspA+EP1+C1+PH	1708	cdc42bpb	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_009292897.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	SIG+Pkinase+Pkinase_C+KELK+Spc7+DMPK_coil+C1_1+PH+CNH	SIG+CR-Kinase+Snf7+EP1+C1+PH	1725	cdc42bpb	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_017207996.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Tropomyosin_1+KELK+Mnd1+DMPK_coil+C1_1+PH+CNH	CR-Kinase+EP1+PspA+C1+PH	1767	si:ch211-89p3.3	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_005160808.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Tropomyosin_1+KELK+Mnd1+DMPK_coil+C1_1+PH+CNH	CR-Kinase+EP1+PspA+C1+PH	1768	si:ch211-89p3.3	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_017207995.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Tropomyosin_1+KELK+Mnd1+DMPK_coil+C1_1+PH+CNH	CR-Kinase+EP1+PspA+C1+PH	1792	si:ch211-89p3.3	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_005160806.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Tropomyosin_1+KELK+Mnd1+DMPK_coil+C1_1+PH+CNH	CR-Kinase+EP1+PspA+C1+PH	1793	si:ch211-89p3.3	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_017331802.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+DUF4200+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1636	cdc42bpa	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017331801.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+DUF4200+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1772	cdc42bpa	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017331800.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+DUF4200+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1786	cdc42bpa	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017331799.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+DUF4200+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+EP1+C1+PH	1809	cdc42bpa	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017331798.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+DUF4200+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+EP1+C1+PH	1818	cdc42bpa	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017331797.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+DUF4200+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+EP1+C1+PH	1832	cdc42bpa	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017331796.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+DUF4200+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+EP1+C1+PH	1833	cdc42bpa	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017331794.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+DUF4200+KELK+APG6+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+EP1+C1+PH	1846	cdc42bpa	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017311622.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+IncA+KELK+Apolipoprotein+DMPK_coil+C1_1+PH+CNH	CR-Kinase+EP1+C1+PH	1712	cdc42bpb	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_011610192.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+IncA+KELK+MAP7+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+PspA+C1+PH	1550	cdc42bpa	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_011610152.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+Ax_dynein_light+KELK+DUF4200+DMPK_coil+C1_1+CNH	CR-Kinase+SidE+EP1+C1+PH	1615	cdc42bpb	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
CAG00138.1	CR-Kinase+EP1+C1+PH	<-CR-Kinase+EP1+C1+PH*	Pkinase+Pkinase_C+KELK+V-ATPase_G_2+Mnd1+DMPK_coil+C1_1+CNH	CR-Kinase+EP1+SIGMA-HTH+C1+PH	1949	GSTEN:00018476:G:001	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Tetraodon nigroviridis	GCA_000180735.1
XP_395596.4	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+KELK+SMC_N+C1_1+PH+CNH	CR-Kinase+PspA+EP1+C1+PH	1794	LOC412132	eukaryota>metazoa>hexapoda	Apis mellifera	GCF_003254395.2
XP_016766180.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+KELK+SHE3+DMPK_coil+C1_1+PH+CNH	CR-Kinase+PspA+EP1+C1+PH	1829	LOC412132	eukaryota>metazoa>hexapoda	Apis mellifera	GCF_003254395.2
XP_016766179.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+KELK+SHE3+DMPK_coil+C1_1+PH+CNH	CR-Kinase+PspA+EP1+C1+PH	1860	LOC412132	eukaryota>metazoa>hexapoda	Apis mellifera	GCF_003254395.2
XP_001848336.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+KELK+CEP63+C1_1+PH+CNH	CR-Kinase+EP1+C1+PH	1696	CpipJ_CPIJ006463	eukaryota>metazoa>hexapoda	Culex quinquefasciatus	GCF_000209185.1
XP_015833076.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+KELK+TPH+C1_1+PH+CNH+Atrophin-1	CR-Kinase+EP1+EP1+C1+PH	1739	LOC660018	eukaryota>metazoa>hexapoda	Tribolium castaneum	GCF_000002335.3
XP_011414741.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	SIG+Pkinase+Pkinase_C+KELK+Apolipoprotein+DUF2046+C1_1+PH+CNH	SIG+CR-Kinase+EP1+EP1+C1+PH	1762	LOC105319045	eukaryota>metazoa>mollusca	Crassostrea gigas	GCF_000297895.1
XP_011414740.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	SIG+Pkinase+Pkinase_C+KELK+Apolipoprotein+DUF2046+C1_1+PH+CNH	SIG+CR-Kinase+EP1+EP1+C1+PH	1764	LOC105319045	eukaryota>metazoa>mollusca	Crassostrea gigas	GCF_000297895.1
XP_011414739.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	SIG+Pkinase+Pkinase_C+KELK+Apolipoprotein+DUF2046+C1_1+PH+CNH	SIG+CR-Kinase+EP1+EP1+C1+PH	1774	LOC105319045	eukaryota>metazoa>mollusca	Crassostrea gigas	GCF_000297895.1
XP_011414738.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	SIG+Pkinase+Pkinase_C+KELK+Apolipoprotein+DUF2046+C1_1+PH+CNH	SIG+CR-Kinase+EP1+EP1+C1+PH	1783	LOC105319045	eukaryota>metazoa>mollusca	Crassostrea gigas	GCF_000297895.1
XP_011414737.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	SIG+Pkinase+Pkinase_C+KELK+Apolipoprotein+DUF2046+C1_1+PH+CNH	SIG+CR-Kinase+EP1+EP1+C1+PH	1785	LOC105319045	eukaryota>metazoa>mollusca	Crassostrea gigas	GCF_000297895.1
XP_011414736.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	SIG+Pkinase+Pkinase_C+KELK+Apolipoprotein+DUF2046+C1_1+PH+CNH	SIG+CR-Kinase+EP1+EP1+C1+PH	1808	LOC105319045	eukaryota>metazoa>mollusca	Crassostrea gigas	GCF_000297895.1
XP_011414734.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	SIG+Pkinase+Pkinase_C+KELK+Apolipoprotein+DUF2046+C1_1+PH+CNH	SIG+CR-Kinase+EP1+EP1+C1+PH	1818	LOC105319045	eukaryota>metazoa>mollusca	Crassostrea gigas	GCF_000297895.1
XP_011414733.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	SIG+Pkinase+Pkinase_C+KELK+Apolipoprotein+DUF2046+C1_1+PH+CNH	SIG+CR-Kinase+EP1+EP1+C1+PH	1820	LOC105319045	eukaryota>metazoa>mollusca	Crassostrea gigas	GCF_000297895.1
XP_019853008.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+MIP-T3	2216	LOC100640961	eukaryota>metazoa	Amphimedon queenslandica	GCF_000090795.1
XP_015151561.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+HEPN+PspA+EP1	2066	MYO18A	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
