AccNum	ClustID	ClustName.orig	GenContext.orig	DomArch.Pfam	DomArch.orig	Length	GeneName	Lineage	Species.orig	GCA_ID
XP_008179225.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_016656800.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_016656791.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_008179218.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+MA+EP1	1969	LOC100167379	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	-
XP_006569865.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+EP1	1966	LOC409843	eukaryota>metazoa>hexapoda	Apis mellifera	-
XP_016768918.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+EP1	1966	LOC409843	eukaryota>metazoa>hexapoda	Apis mellifera	-
XP_016768910.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+EP1	1967	LOC409843	eukaryota>metazoa>hexapoda	Apis mellifera	-
XP_016768909.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+EP1	1967	LOC409843	eukaryota>metazoa>hexapoda	Apis mellifera	-
XP_012545191.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+PspA+SidE	1972	LOC100188972	eukaryota>metazoa>hexapoda	Bombyx mori	-
NP_724010.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+EP1	1936	Mhc	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_724009.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+EP1	1936	Mhc	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_724008.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+EP1	1936	Mhc	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_001162990.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+PspA+EP1	1949	Mhc	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_001246051.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+PspA+EP1	1949	Mhc	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_001162992.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+EP1	1949	Mhc	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_724006.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+EP1	1962	Mhc	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_001303327.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+EP1	1962	Mhc	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_001246048.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+EP1	1962	Mhc	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_001246049.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+EP1	1962	Mhc	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_724003.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+EP1	1962	Mhc	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_724001.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+EP1	1962	Mhc	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_001162991.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+EP1	1962	Mhc	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_723999.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+EP1	1962	Mhc	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_724002.2	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+EP1	1962	Mhc	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_724007.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+EP1	1962	Mhc	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_724004.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+EP1	1962	Mhc	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_523587.4	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+EP1	1962	Mhc	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_001246050.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+EP1	1962	Mhc	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_724005.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+EP1	1962	Mhc	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_724000.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+EP1	1962	Mhc	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
XP_011153878.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	DUF572+SIGMA-HTH+PspA+EP1	1952	LOC105191850	eukaryota>metazoa>hexapoda	Harpegnathos saltator	-
XP_011153856.1	000004.373	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	DUF572+SIGMA-HTH+PspA+EP1	1967	LOC105191850	eukaryota>metazoa>hexapoda	Harpegnathos saltator	-
Chet1000003320	000006.261	Snf7	-	Snf7	Snf7	198	Chet1000003320	eukaryota>fungi>ascomycota	Cochliobolus heterostrophus	-
Crev1000002310	000006.261	Snf7	-	Snf7	Snf7	206	Crev1000002310	eukaryota>fungi>kickxellomycotina	Coemansia reversa	-
Bcir1000000255	000006.261	Snf7	-	Snf7	Snf7	201	Bcir1000000255	eukaryota>fungi>mucoromycotina	Backusella circina	-
Bcir1000011412	000006.261	Snf7	-	Snf7	Snf7	203	Bcir1000011412	eukaryota>fungi>mucoromycotina	Backusella circina	-
Lhya1000007154	000006.261	Snf7	-	Snf7	Snf7	201	Lhya1000007154	eukaryota>fungi>mucoromycotina	Lichtheimia hyalospora	-
Uram1000009086	000006.261	Snf7	-	SIG+Snf7	Snf7	204	Uram1000009086	eukaryota>fungi>mucoromycotina	Umbelopsis ramanniana	-
XP_002415612.1	000006.261	Snf7	Snf7*->	Snf7	Snf7	205	IscW_ISCW014752	eukaryota>metazoa	Ixodes scapularis	-
Caps1000001778	000006.261	Snf7	-	Snf7	Snf7	203	Caps1000001778	eukaryota>metazoa>annelida	Capitella spI	-
Caps1000011097	000006.261	Snf7	-	Snf7	Snf7	203	Caps1000011097	eukaryota>metazoa>annelida	Capitella spI	-
Smar1000004749	000006.261	Snf7	-	Snf7	Snf7	199	Smar1000004749	eukaryota>metazoa>arthropoda>myriapoda	Strigamia maritima	-
Smar1000008107	000006.261	Snf7	-	Snf7	Snf7	199	Smar1000008107	eukaryota>metazoa>arthropoda>myriapoda	Strigamia maritima	-
Smar1000009347	000006.261	Snf7	-	Snf7	Snf7	184	Smar1000009347	eukaryota>metazoa>arthropoda>myriapoda	Strigamia maritima	-
XP_012360681.1	000006.261	Snf7	Snf7*->	-	Snf7	178	CHMP1A	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	-
XP_780596.4	000006.261	Snf7	Snf7*->	Snf7	Snf7	205	LOC575087	eukaryota>metazoa>echinodermata	Strongylocentrotus purpuratus	-
XP_011673582.1	000006.261	Snf7	Snf7*->	Snf7	Snf7	205	LOC575087	eukaryota>metazoa>echinodermata	Strongylocentrotus purpuratus	-
NP_001040238.1	000006.261	Snf7	Snf7*->	Snf7	Snf7	203	LOC692931	eukaryota>metazoa>hexapoda	Bombyx mori	-
NP_649051.3	000006.261	Snf7	Snf7*->	Snf7	Snf7	203	Chmp1	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_001287108.1	000006.261	Snf7	Snf7*->	Snf7	Snf7	203	Chmp1	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
XP_019698065.1	000006.261	Snf7	Snf7*->	Snf7	Snf7	200	LOC105185482	eukaryota>metazoa>hexapoda	Harpegnathos saltator	-
ERG87098.1	000006.261	Snf7	<-Snf7*	Snf7	Snf7	224	ASU_01147	eukaryota>metazoa>nematoda	Ascaris suum	-
Smed1000026970	000006.261	Snf7	-	Snf7	Snf7	198	Smed1000026970	eukaryota>metazoa>platyhelminthe	Schmidtea mediterranea	-
Bnat1000016213	000006.261	Snf7	-	Snf7	Snf7	203	Bnat1000016213	eukaryota>rhizaria	Bigelowiella natans	-
Pram1000013135	000006.261	Snf7	-	Snf7	Snf7	201	Pram1000013135	eukaryota>stramenopiles	Phytophthora ramorum	-
XP_001764378.1	000006.261	Snf7	Snf7*->	Snf7	Snf7	207	PHYPADRAFT_127804	eukaryota>viridiplantae	Physcomitrella patens	-
XP_001753297.1	000006.261	Snf7	Snf7*->	Snf7	Snf7	204	PHYPADRAFT_174639	eukaryota>viridiplantae	Physcomitrella patens	-
XP_001760073.1	000006.261	Snf7	Snf7*->	Snf7	Snf7	207	PHYPADRAFT_207621	eukaryota>viridiplantae	Physcomitrella patens	-
XP_001784467.1	000006.261	Snf7	Snf7*->	Snf7	Snf7	206	PHYPADRAFT_227297	eukaryota>viridiplantae	Physcomitrella patens	-
XP_008659015.1	000006.261	Snf7	Snf7*->	-	Snf7	204	Sal1	eukaryota>viridiplantae	Zea mays	-
NP_001105218.1	000006.261	Snf7	Snf7*->	-	Snf7	204	Sal1	eukaryota>viridiplantae	Zea mays	-
Chet1000001560	000009.183	Snf7	-	Snf7	Snf7	214	Chet1000001560	eukaryota>fungi>ascomycota	Cochliobolus heterostrophus	-
XP_002474370.1	000009.183	Snf7	Snf7*->	Snf7	Snf7	157	POSPLDRAFT_36504	eukaryota>fungi>basidiomycota	Postia placenta Mad-698-R	-
Crev1000000528	000009.183	Snf7	-	SIG+Snf7	Snf7	216	Crev1000000528	eukaryota>fungi>kickxellomycotina	Coemansia reversa	-
Bcir1000016255	000009.183	Snf7	-	Snf7	Snf7	216	Bcir1000016255	eukaryota>fungi>mucoromycotina	Backusella circina	-
Lhya1000009341	000009.183	Snf7	-	SIG+Snf7	Snf7	215	Lhya1000009341	eukaryota>fungi>mucoromycotina	Lichtheimia hyalospora	-
Uram1000009541	000009.183	Snf7	-	Snf7	Snf7	146	Uram1000009541	eukaryota>fungi>mucoromycotina	Umbelopsis ramanniana	-
Pisp1000003886	000009.183	Snf7	-	SIG+Snf7	SIG+Snf7	194	Pisp1000003886	eukaryota>fungi>neocallimastigomycota	Piromyces sp	-
Caps1000018732	000009.183	Snf7	-	Snf7	Snf7	218	Caps1000018732	eukaryota>metazoa>annelida	Capitella spI	-
Smar1000006823	000009.183	Snf7	-	Snf7	Snf7	210	Smar1000006823	eukaryota>metazoa>arthropoda>myriapoda	Strigamia maritima	-
XP_012367853.1	000009.183	Snf7	Snf7*->	Snf7	Snf7	191	CHMP6	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	-
XP_009298054.1	000009.183	Snf7	Snf7*->	Snf7	Snf7	133	chmp6a	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
NP_611686.2	000009.183	Snf7	Snf7*->	SIG+Snf7	Snf7	212	Vps20	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_726213.1	000009.183	Snf7	Snf7*->	SIG+Snf7	Snf7	212	Vps20	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
ERG87547.1	000009.183	Snf7	<-Snf7*	Snf7	Snf7	219	ASU_00490	eukaryota>metazoa>nematoda	Ascaris suum	-
Smed1000021775	000009.183	Snf7	-	SIG+Snf7	SIG+Snf7	231	Smed1000021775	eukaryota>metazoa>platyhelminthe	Schmidtea mediterranea	-
Bnat1000017100	000009.183	Snf7	-	Snf7	Snf7	152	Bnat1000017100	eukaryota>rhizaria	Bigelowiella natans	-
Pram1000000796	000009.183	Snf7	-	SIG+Snf7	SIG+Snf7	236	Pram1000000796	eukaryota>stramenopiles	Phytophthora ramorum	-
NP_001242629.1	000009.183	Snf7	Snf7*->	Snf7	Snf7	215	LOC100820408	eukaryota>viridiplantae	Glycine max	-
XP_001784844.1	000009.183	Snf7	Snf7*->	Snf7	Snf7	234	PHYPADRAFT_61690	eukaryota>viridiplantae	Physcomitrella patens	-
XP_002990938.1	000009.183	Snf7	Snf7*->	Snf7	Snf7	267	SELMODRAFT_429364	eukaryota>viridiplantae	Selaginella moellendorffii	-
XP_002982784.1	000009.183	Snf7	Snf7*->	Snf7	Snf7	277	SELMODRAFT_445321	eukaryota>viridiplantae	Selaginella moellendorffii	-
OBQ09653.1	000011.45	PspA	PspA*-><-?<-DUF1611_N+DUF1611	-	PspA	191	AN489_07795	bacteria>cyanobacteria	Anabaena sp. 39858	-
XP_015156021.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA	802	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156020.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+TM+Myosin_tail_1+PRY+SPRY	SIG+IG+TM+PspA+BZIP	809	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156018.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA+BZIP	816	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156019.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA+BZIP	816	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156017.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA	816	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156016.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+DUF3584+PRY+SPRY	SIG+IG+PspA+PspA	820	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156015.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA	823	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156014.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA+BZIP	823	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156013.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+C2-set_2+TM+Filament+PRY+SPRY	SIG+IG+TM+PspA	824	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156011.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+C2-set_2+Filament+PRY+SPRY	SIG+IG+PspA+PspA	827	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156012.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+Filament+PRY+SPRY	SIG+IG+PspA+PspA	827	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156010.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+C2-set_2+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA	838	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156009.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+C2-set_2+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA+BZIP	838	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156005.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+C2-set_2+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA+BZIP	845	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156007.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+C2-set_2+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA+BZIP	845	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156006.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+C2-set_2+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA	845	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156004.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+C2-set_2+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA+PspA+BZIP	845	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156008.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+C2-set_2+TM+Filament+PRY+SPRY	SIG+IG+TM+PspA+PspA	845	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156002.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+C2-set_2+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA+BZIP	852	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156003.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA+PspA	852	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156001.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA+BZIP	852	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015155995.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+C2-set_2+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA	859	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015155998.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+C2-set_2+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA+BZIP	859	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015155999.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+C2-set_2+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA+BZIP	859	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015155996.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+C2-set_2+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA+PspA	859	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156000.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+C2-set_2+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA+PspA	859	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015155997.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+C2-set_2+TM+Filament+PRY+SPRY	SIG+IG+TM+PspA+BZIP	859	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015155994.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+CCDC158+PRY+SPRY	SIG+IG+PspA+BZIP	863	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015155992.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+C2-set_2+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA+BZIP	866	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015155993.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+C2-set_2+TM+Filament+PRY+SPRY	SIG+IG+TM+PspA+BZIP	866	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015155991.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+C2-set_2+TM+DUF5401+PRY+SPRY	SIG+IG+TM+PspA+BZIP	867	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015155990.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+Filament+PRY+SPRY	SIG+IG+PspA+BZIP	870	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015155989.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA	874	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015155988.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA	874	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015155985.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA+PspA	881	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015155983.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+TM+HOOK+PRY+SPRY	SIG+IG+TM+PspA+PspA	881	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015155984.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA+BZIP	881	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015155987.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+TM+DUF5401+PRY+SPRY	SIG+IG+TM+PspA+BZIP	881	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015155982.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA	881	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015155986.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+TM+HOOK+PRY+SPRY	SIG+IG+TM+PspA+PspA	881	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015155979.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA+BZIP	888	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
